Symbol	logFC	logCPM	PValue	FDR
TBC1D1	0.403205422	6.859912554	1.07E-05	0.000159884
MTHFD2	0.437819079	8.165532731	0.000104406	0.001087913
YBX1	0.438705678	8.473371418	1.04E-05	0.000156122
ELOVL1	0.555492514	7.000611383	3.05E-05	0.000384634
CLDN18	2.285457523	0.785888511	1.96E-11	1.02E-09
MSANTD3	0.583599884	4.878192468	4.81E-06	7.88E-05
ZFAT	0.40026821	4.639641203	0.00103276	0.007208862
PFKP	0.725373761	7.442980029	1.84E-15	1.76E-13
IDI1	0.482026627	7.614294174	7.20E-05	0.000799477
KLF6	0.619684777	8.483955144	4.15E-13	2.88E-11
TRAM1	0.439079375	8.294828955	4.86E-05	0.000575382
TNFRSF1A	0.396383889	6.143832306	0.000113421	0.001166813
PMS2P4	-1.307981448	0.883190578	1.54E-05	0.000218845
IDH3G	0.424589603	5.955672797	0.000283788	0.002509903
RASSF1	-0.531955603	3.246646202	0.000966552	0.006805477
FGFR3	-0.523243593	5.02476418	0.000264534	0.002359352
OTUD5	0.397851012	6.454259474	9.47E-05	0.001003965
TFE3	0.627682222	6.490241713	1.20E-10	5.36E-09
TTC7A	0.552705036	5.276554613	6.95E-07	1.43E-05
IFT80	-0.527121044	4.729422714	0.000514019	0.004085991
PPP2R5B	0.939664182	3.765168069	5.56E-09	1.85E-07
PITX1	0.5822977	4.395967691	2.66E-05	0.000342277
NUCKS1	-0.351309595	9.248916193	0.000270035	0.002402179
MAPK6	0.349945305	7.386053663	0.000147756	0.001445382
UFD1L	0.361794126	6.638141378	0.001015075	0.007103457
DAPP1	0.649798798	4.17568278	2.05E-06	3.72E-05
FSTL3	0.913348461	2.294041123	3.85E-06	6.48E-05
ST6GALNAC1	-1.126024499	1.12348976	0.000101409	0.001064027
WIPI1	0.935828046	4.78521463	1.27E-14	1.10E-12
ASNS	0.787086541	7.608662399	1.09E-09	4.21E-08
MAP4K4	0.529004411	7.090400333	5.27E-06	8.57E-05
WDR1	0.433345706	8.519193723	1.14E-06	2.22E-05
ATP6AP1	0.428815979	7.11391095	4.80E-05	0.00056868
TRIB2	1.379895815	1.537602139	5.70E-07	1.19E-05
FAM50A	0.564499298	6.565969946	8.95E-09	2.84E-07
RDH11	0.528144477	6.644270484	1.43E-05	0.000204895
ACTN1	0.507636431	7.77830504	2.38E-08	6.83E-07
SPEG	-1.105765545	2.064898911	1.11E-06	2.17E-05
UBE2D1	0.450590477	4.675847555	0.00022288	0.002053121
HMMR	-0.437202804	6.033527071	6.07E-05	0.000692194
P4HA2	0.798073894	5.771909084	9.30E-11	4.36E-09
STK10	0.477890335	5.654365624	4.13E-06	6.88E-05
PVR	0.385582171	7.507266051	8.69E-06	0.000133367
PANX2	0.894276258	3.25188668	1.03E-08	3.23E-07
NLE1	-0.474165627	5.604277533	2.59E-06	4.58E-05
GSDMB	-0.836144279	4.734394231	3.26E-06	5.62E-05
DHRS9	1.30561769	4.209865482	5.07E-22	1.05E-19
PICALM	0.348716888	8.635136383	4.79E-05	0.00056806
TEAD2	0.520762097	5.446817691	3.36E-05	0.000416678
EED	-0.416568453	5.294279382	0.000198265	0.001860196
NTN4	1.110181657	5.718945639	2.46E-23	5.92E-21
SEMA3A	0.356377532	6.465080011	0.000281121	0.002487912
VPS9D1	0.603281577	3.262110812	0.000232783	0.002123953
ACTB	0.66851858	11.69259289	9.32E-09	2.94E-07
RAB7A	0.446945731	8.905683962	2.05E-06	3.72E-05
KIFAP3	0.524823662	4.640582464	1.22E-05	0.000180445
MCM6	-0.349081318	7.070963615	0.000625203	0.00476055
UNG	-0.417038883	6.576761357	0.000371099	0.00315228
SLC46A1	-0.47956821	4.476540281	0.000259987	0.002329377
PAG1	-0.669480479	3.406514296	0.000381003	0.003222468
GPC4	-0.697746344	4.054382926	5.97E-08	1.58E-06
MBNL3	-0.867651192	5.953758124	1.99E-06	3.64E-05
NFKB2	1.073626191	5.549386191	6.93E-24	1.80E-21
IL4R	0.404558907	5.942631831	0.000709774	0.005273047
POLD3	-0.391422603	5.806013691	0.000289132	0.002550599
JADE1	-0.616797814	5.213309299	1.07E-07	2.67E-06
MAP2	0.743788967	2.47120243	0.000221227	0.002043119
GNB1	0.322292977	8.870964183	0.000138815	0.001375535
EDN1	-0.94299595	4.963114597	1.34E-08	4.10E-07
TP53INP2	1.650793108	5.006172132	6.69E-39	6.13E-36
SDF4	0.327937328	7.10196653	0.000684218	0.005121947
MKNK1	0.49036174	5.124033731	2.04E-05	0.000277601
LIPE	-0.692443526	4.261199368	1.57E-05	0.000221714
FDFT1	0.497327364	7.858553508	1.27E-05	0.000186097
KIF22	-0.370340837	5.804138654	0.000825984	0.005978364
PTPRH	0.913550977	7.075893593	4.45E-22	9.42E-20
PSEN1	0.393806943	6.564491067	2.80E-05	0.000356842
DLGAP4	0.343310147	6.817769509	0.000276985	0.002459384
CXCL2	1.56787223	1.769947179	4.96E-11	2.42E-09
ARG2	1.029048164	2.4605835	1.20E-06	2.30E-05
MEF2C	1.198637512	0.728327714	0.000423972	0.003512402
PKP1	-1.209780183	0.573834509	0.000335908	0.002885446
CADPS2	-0.507506398	3.243482644	0.001057453	0.007340217
TRAF5	-0.556863202	4.952476281	6.60E-06	0.000104147
GEMIN5	-0.467986717	5.104062421	1.11E-05	0.00016553
NFE2L1	0.418041009	8.352246132	1.37E-06	2.58E-05
ITGB5	0.287132267	8.497194963	0.000608911	0.00467013
BCKDHB	-0.607017421	5.518197175	8.87E-08	2.26E-06
CHMP2B	0.46287484	5.537789946	0.000110243	0.001141186
KIF3C	0.862286706	4.267748584	1.21E-09	4.62E-08
MAPRE3	1.138469861	4.576173707	4.39E-21	8.15E-19
CAD	-0.578974404	6.638909814	1.27E-07	3.13E-06
CD59	0.847850804	8.911389378	4.07E-10	1.70E-08
TTC39A	0.440040091	5.075513726	4.18E-05	0.000506881
RAD54L	-0.441576322	4.705689214	0.000325778	0.002819583
B4GALT1	0.355459815	7.409818276	0.000106983	0.001113081
ITPKC	0.557092419	5.18062117	1.32E-06	2.50E-05
CEACAM6	1.176255357	6.461637868	2.34E-32	1.34E-29
LAT2	1.011048207	4.153033862	2.69E-11	1.37E-09
PPP1R15A	1.008727725	6.88074317	5.68E-18	7.23E-16
GMCL1	-0.33244508	5.840440215	0.000800577	0.005831021
GNAS	0.340142794	9.963087214	0.000145191	0.001425362
SULT2B1	1.191432601	5.321661774	3.89E-18	5.00E-16
DNMT3B	-0.736606551	2.978656352	8.83E-06	0.000135102
FER1L4	-0.522610105	7.666598951	0.000587582	0.004544585
ANKRD10	-0.546630811	7.400491165	5.22E-08	1.40E-06
SMOX	0.714469393	4.705734326	3.72E-09	1.29E-07
FKBP1A	0.477633217	7.920796936	2.39E-05	0.00031515
NSFL1C	0.529139335	6.236426165	1.41E-07	3.44E-06
SLC4A11	1.061727183	3.698502216	2.12E-12	1.33E-10
C20orf194	1.315753606	0.756208409	2.54E-05	0.000330379
KIZ	-0.566719246	3.97010177	0.000191294	0.001804491
ANAPC5	-0.296189171	6.790301769	0.000855405	0.006148893
FUS	-0.327788242	7.930353677	0.00072777	0.005395073
FXYD5	0.882883196	6.056989651	2.80E-14	2.27E-12
YPEL3	0.529702332	4.50294985	0.000791839	0.00577656
ICAM1	1.413896825	4.738165569	7.63E-30	3.62E-27
DNAJB11	0.43978543	7.002857109	4.47E-05	0.000535776
P3H2	-0.888035706	2.815104613	1.39E-06	2.61E-05
EFNB1	0.410536103	7.659007192	5.90E-05	0.000676602
AARS	0.46473601	8.116100076	1.95E-08	5.65E-07
PUS7	-0.516075874	6.046317452	2.08E-06	3.77E-05
ORC6	-0.444518563	4.619417627	0.000680244	0.005097748
G2E3	-0.410865088	4.645688868	0.000797088	0.005811766
WDR76	-0.446456482	5.131946479	8.85E-05	0.00094597
EZR	0.654433523	8.818387392	4.07E-13	2.84E-11
UNC13D	0.436663151	4.793320677	0.000431781	0.003566342
MSH2	-0.443964661	6.991524234	9.44E-07	1.88E-05
PTGS1	-0.963024236	4.139422186	4.33E-12	2.57E-10
TBC1D2	0.522649552	4.431069273	2.29E-05	0.000305449
BAMBI	-1.070198937	1.815769201	3.44E-06	5.89E-05
EFHC1	-0.543330152	4.368665559	0.000185918	0.001756187
CDC7	-0.696195077	4.539313655	3.07E-07	6.84E-06
SCD	0.302128836	12.21178452	0.000405109	0.003386753
PRTFDC1	-0.574212345	4.242734903	5.26E-05	0.000613753
KCNK6	0.460652103	6.03272958	1.68E-05	0.00023494
PSMD8	0.559697712	7.650805404	0.0004082	0.003408449
FBXL19	0.404764318	5.060182694	0.000685965	0.005132226
CIRBP	-0.377100288	5.761776029	0.000174225	0.001665191
02-mar	0.700456549	2.487274212	0.000695375	0.005193058
TECR	0.434407761	5.3437161	6.13E-05	0.000698251
CDC34	0.523476894	5.250094417	7.45E-05	0.000823035
MISP	0.793952279	6.919300822	1.43E-17	1.65E-15
GADD45B	0.739549649	2.910415801	2.57E-05	0.000333852
MKNK2	0.355764431	7.43421128	0.000581516	0.00451801
BCL2L13	0.334393772	6.007642309	0.001094176	0.007551608
SEC14L2	1.05849146	3.028481906	1.22E-10	5.39E-09
DGCR14	0.386996891	4.662885491	0.000921388	0.006564832
TFIP11	0.434848959	4.662336333	0.000423542	0.00351121
XBP1	0.356606843	8.50440131	0.000843349	0.006083306
JOSD1	0.388691749	6.631275746	4.67E-05	0.000555009
CYB5R3	0.380036028	6.46156312	0.000530494	0.004191805
AP1B1	0.333484267	7.650612444	0.000412509	0.003433994
TOM1	0.826179532	4.720158975	1.50E-09	5.58E-08
BIK	1.336992927	0.518662359	5.41E-05	0.000627736
TTLL12	0.356706098	6.10896351	0.000818192	0.005931029
CBX7	-0.442367824	4.206263494	0.00095749	0.006765932
PDGFB	1.018105652	5.126940622	5.87E-18	7.41E-16
ZMAT5	0.518289788	3.3758193	0.000859728	0.006176737
APOL1	0.708438492	5.829166293	4.09E-08	1.12E-06
UPK3A	-1.241537756	1.392422119	1.26E-06	2.41E-05
FAM118A	-0.442497705	5.271118117	0.000122768	0.001242503
ACO2	0.406453329	5.96666306	2.24E-05	0.000300176
ABHD4	0.747048164	4.708778943	9.12E-09	2.88E-07
POLE2	-0.814514828	3.324829026	4.34E-06	7.21E-05
ATP6V1D	0.61188216	5.7469172	4.01E-09	1.37E-07
C14orf105	-0.555921769	4.146404621	0.000681373	0.005103426
PLEK2	0.48724105	5.049535461	0.000166307	0.001593952
TELO2	-0.530411923	4.750891689	1.37E-05	0.000197837
PCK2	0.431337692	5.630029767	0.000349635	0.002986564
NFKBIA	0.624151353	5.248952619	5.71E-06	9.15E-05
PROCR	0.572126846	5.825748999	0.000596869	0.004603462
GINS1	-0.437222267	5.890066902	9.16E-05	0.000976604
PABPC1L	-0.517653993	6.414453736	3.14E-05	0.000394232
SALL4	-1.174626973	3.106641235	5.64E-12	3.24E-10
NTSR1	0.932163824	7.876465351	9.33E-15	8.32E-13
EEF1A2	0.465479825	6.233040232	3.42E-05	0.000422889
RNF24	0.483286021	5.540836639	2.78E-06	4.89E-05
TRIB3	0.894556057	7.395992079	9.18E-11	4.32E-09
HM13	0.32066411	7.592360901	0.000495425	0.003974972
NOP56	-0.390056433	7.255119085	0.000207275	0.001931382
JAG1	0.609486837	6.211482254	1.42E-08	4.26E-07
PXMP4	-0.420100043	4.432985185	0.000949922	0.006719364
CHMP4B	0.381879448	8.088918636	0.000631058	0.00479186
CST3	0.48640514	6.846345671	0.000258296	0.00231876
WFDC2	1.029936488	5.515781232	1.56E-12	1.01E-10
FAM83D	-0.572375817	5.836898641	2.01E-07	4.68E-06
DNTTIP1	0.985197657	5.501558008	1.09E-11	6.06E-10
CEP192	-0.619033955	6.651546063	0.000235441	0.002142981
LIPG	0.606210585	7.298817516	5.81E-10	2.38E-08
POLI	-0.608143485	3.770418103	8.20E-05	0.000888237
VSIG1	2.234311637	-0.239227104	7.37E-06	0.000114629
ATG4A	0.746793015	3.928115132	1.43E-07	3.48E-06
MOSPD1	0.563023836	4.840345369	1.62E-06	2.98E-05
ABCD1	0.578376686	5.434246614	2.90E-07	6.49E-06
PLP2	0.659565141	6.584671156	1.07E-07	2.67E-06
ELF4	0.330259895	6.718385396	0.000643361	0.004866454
SCML2	-0.915998026	2.38884806	2.51E-06	4.46E-05
PHEX	0.922837022	1.527183749	0.000180739	0.001719084
USP11	0.356275821	5.35758246	0.000570622	0.004456036
TIMP1	0.85798036	6.304607376	2.35E-09	8.32E-08
GABRE	-0.832506898	6.30383947	4.51E-07	9.68E-06
FGF9	-1.588196045	3.321358997	6.35E-19	9.18E-17
SLC25A15	-0.472661419	3.67209491	0.000788705	0.005763574
TSC22D1	0.503164986	8.05915977	2.74E-05	0.000350312
HSF4	-0.812537758	3.501024615	3.37E-07	7.45E-06
CCL22	2.576031931	0.754589924	1.86E-14	1.57E-12
NDRG4	1.123904277	2.249703356	2.60E-08	7.40E-07
SETD6	-0.605436666	4.680727205	3.45E-07	7.59E-06
SLC38A7	0.546780462	5.00714443	9.16E-06	0.000139852
SMPD3	0.856603353	3.942877627	1.58E-09	5.83E-08
FA2H	0.695991097	5.945142464	7.20E-11	3.46E-09
AXIN1	0.315960365	6.361711245	0.000804413	0.005852751
TAF1C	-0.555216833	4.898527882	9.64E-06	0.000145992
COTL1	0.801333891	6.916671114	5.06E-09	1.71E-07
SLC7A5	0.627896896	8.356211406	2.05E-11	1.05E-09
UBE2I	0.459136418	7.463251706	2.04E-06	3.70E-05
RPGRIP1L	-0.575970765	3.975622503	0.000285115	0.002518395
STX4	0.627165726	5.001609152	4.70E-07	1.00E-05
TMC5	0.518090699	7.166754536	1.26E-06	2.40E-05
CCP110	-0.45095318	5.022096386	0.000287625	0.002538929
LACTB	0.545604703	4.437500549	7.81E-06	0.000120885
CD276	0.662434991	6.625184683	4.18E-11	2.07E-09
EHD4	0.432617717	7.220961155	3.86E-06	6.49E-05
TJP1	0.75830648	2.964485819	0.000562733	0.004404441
BMF	0.776717935	5.273284594	2.33E-12	1.45E-10
VPS18	0.765675006	5.903353302	2.67E-13	1.91E-11
OIP5	-0.615919839	4.403299545	0.000220652	0.002040809
CA2	-0.650411793	3.640470476	6.03E-05	0.000688943
RIPK2	0.64848389	5.360070681	1.19E-07	2.95E-06
NDRG1	1.250368773	5.626027313	8.09E-34	5.56E-31
ANXA13	-0.780454124	3.285075637	7.45E-07	1.52E-05
SQLE	0.799801553	9.224784447	2.19E-18	2.89E-16
TNFRSF10A	0.476168985	4.139095032	0.000195692	0.001838411
MCM4	-0.408112516	8.066199699	6.65E-07	1.38E-05
GYS1	0.33723261	6.451949472	0.000385528	0.003256725
CLPTM1	0.41605129	7.378387414	0.000115435	0.001180458
RELB	1.040697994	4.592703577	2.10E-13	1.54E-11
ARHGEF18	0.675117528	2.539312256	0.000616937	0.004710656
PPP1R13L	0.394835076	6.067981974	0.000305849	0.002674776
TBC1D17	0.646971291	6.361923941	1.90E-10	8.19E-09
IL4I1	4.00432102	1.711234289	6.84E-50	1.57E-46
PPP6R1	0.517121273	7.351899207	5.31E-09	1.77E-07
GPI	0.311676487	8.198245559	0.001041552	0.007256499
PLD3	0.385406296	6.252576272	0.000924069	0.006577114
TBCB	0.442902682	6.137421885	4.02E-05	0.000489661
SLC1A5	0.626287632	9.706811926	1.48E-08	4.43E-07
TJP3	0.614623642	5.93587933	2.72E-07	6.16E-06
APLP1	0.823864627	2.562578048	1.08E-05	0.000161436
CCDC9	0.478006014	5.256007327	0.000252199	0.002278549
BBC3	0.473656678	4.730643413	0.000339006	0.002908422
TGFB1	0.681961875	5.196601241	3.97E-06	6.66E-05
PLIN3	0.513212658	5.757205939	0.00014957	0.001458973
MYH14	0.959040868	9.727163898	1.10E-16	1.16E-14
CEACAM5	1.252217231	4.817226348	1.05E-22	2.45E-20
CDC37	0.482797368	6.906891477	6.88E-07	1.42E-05
NAPA	0.36242056	6.247346884	0.000331476	0.002858095
GRIN2D	0.516120334	5.69111345	7.16E-07	1.47E-05
PLA2G4C	1.180334298	1.447473813	1.21E-06	2.33E-05
PPP2R1A	0.361636752	8.125819055	0.000677292	0.005083094
DNASE2	0.505883596	4.868574217	0.000146642	0.001437552
TMEM147	0.523516203	5.316746901	0.000505926	0.004040354
USF2	0.522601716	6.936314874	2.13E-08	6.12E-07
LSR	0.73197964	8.182864564	4.46E-12	2.62E-10
PBX4	-1.094177292	1.223109946	0.000194644	0.001829813
NAMPT	0.431962936	6.769329212	3.21E-05	0.000400314
MPP6	-0.501036061	4.768644087	9.39E-05	0.000996206
H2AFV	-0.502502981	7.327600006	4.01E-08	1.10E-06
CAV2	0.755081674	5.658199934	5.21E-12	3.01E-10
CAV1	0.63992459	4.494361774	1.13E-06	2.21E-05
MET	0.748010575	9.704216742	9.06E-15	8.14E-13
TSPAN12	-1.093165414	4.888801576	3.61E-19	5.51E-17
TAX1BP1	0.290172957	8.163537518	0.000600534	0.004623945
GRB10	0.697017757	5.583882972	1.12E-11	6.23E-10
ABHD11	0.691176797	5.299771272	1.90E-09	6.90E-08
GARS	0.752318395	8.564339029	2.58E-18	3.37E-16
NSUN5P2	-0.830920466	2.952213789	1.07E-05	0.000159884
SERPINE1	0.726037037	2.929799009	0.000107373	0.001116288
PLOD3	0.377559045	7.397535508	0.000133919	0.001334723
EZH2	-0.478522674	6.448900204	3.53E-07	7.72E-06
YKT6	0.361062538	7.423343648	0.000611564	0.004682642
CLIP2	0.955258382	5.569023025	1.92E-11	1.01E-09
LIMK1	0.580245703	5.606459748	8.25E-08	2.12E-06
FSD1L	-0.478245816	3.954710342	0.000732073	0.005418208
TMEM245	-0.345602994	7.224636988	0.000541833	0.004267522
C5	-1.076409289	1.960640743	3.33E-06	5.73E-05
DDX58	0.381630982	5.919938652	0.000780474	0.005720978
EDF1	0.51048551	7.008783532	2.01E-05	0.000274419
ZFAND5	0.413789077	8.297595443	1.28E-06	2.43E-05
NSMCE4A	-0.544289943	5.186745576	4.31E-06	7.16E-05
LIPA	0.493954098	6.326722691	1.58E-05	0.000223434
SFXN3	0.392729285	7.058812608	0.000183924	0.001743343
MTPAP	-0.374955249	5.597533268	0.000457569	0.003734459
PITRM1	0.431822448	7.345570785	2.29E-05	0.000305007
OBFC1	0.56883038	4.482552645	1.98E-05	0.000270921
TFAM	-0.355545159	6.898722001	6.47E-05	0.000731748
RPL28	0.479075586	9.298848188	0.000162116	0.001559218
TSPAN14	0.399828604	7.444920506	2.56E-05	0.00033353
UBTF	-0.303174425	6.943718235	0.00109579	0.007556717
PSMD3	0.467925591	7.193731682	6.90E-05	0.000775033
CDK5RAP3	-0.588313004	6.240617336	1.39E-08	4.21E-07
HOXB6	-0.576085024	6.289951639	3.04E-05	0.000383518
PFN1	0.461235484	8.991075889	0.000202777	0.001893319
RNF167	0.471639066	6.214329998	9.43E-06	0.000143444
ALDH3A1	-0.669455397	3.786740557	5.95E-06	9.50E-05
C17orf75	-0.480533099	5.127612395	0.000573751	0.004470318
PSMD11	0.345148201	8.329152227	7.06E-05	0.000788632
COL1A1	0.958961479	2.148081503	3.07E-06	5.33E-05
VAT1	0.706868677	7.916591726	6.60E-10	2.65E-08
LRRC59	0.361581147	7.848903912	0.000433086	0.003574973
HDAC5	0.532620805	6.236022298	0.000123695	0.001250046
ABCC3	-0.335884303	8.987278755	0.001113296	0.0076659
LUC7L3	-0.511309519	7.875576771	9.39E-08	2.38E-06
DUSP3	0.625149815	7.109068265	9.05E-12	5.14E-10
MMD	-0.386140105	4.908245599	0.000936588	0.00665244
TMEM104	0.439231682	4.964358225	6.06E-05	0.000692194
TNFAIP1	0.626837769	6.169289134	6.66E-09	2.16E-07
ALDOC	0.696645546	4.148735163	5.62E-05	0.000650063
AREG	0.674282413	6.654426687	2.97E-06	5.19E-05
ANXA10	0.389311576	6.331778225	0.000789361	0.005763574
GAR1	-0.415351061	4.833079006	0.000614829	0.004699781
KLHL5	0.488591102	4.807770173	0.000114682	0.001178019
CCDC34	-0.654393767	4.671701166	1.99E-08	5.75E-07
SC5D	0.454758907	6.623636163	7.11E-05	0.000791792
