Symbol	logFC	logCPM	PValue	FDR
UBE2D1	0.270877125	5.637518297	0.082652716	1
RHOBTB1	-0.268495218	3.646201441	0.114215512	1
STK10	0.277491018	5.865278596	0.048637963	1
MCM2	-0.269312112	6.630368107	0.165266191	1
SMARCE1	0.213657729	5.749424015	0.11701462	1
TEAD2	-0.210115927	4.339302996	0.16451363	1
MGLL	-0.50153661	6.190572527	0.003167351	0.37012072
NTN4	-1.006515098	1.553937539	0.000324246	0.08324405
SEMA3C	0.441252353	1.2316332	0.168887786	1
TMEM131	0.230702182	7.109589405	0.110710973	1
MOCOS	-0.298383249	6.199387681	0.088783393	1
WDR62	-0.372122716	5.075653594	0.026193745	0.96598479
MCM6	-0.301491703	6.831773023	0.103161324	1
UNG	-0.344550423	5.481266284	0.147747309	1
PLXNA2	-0.290890648	4.228564277	0.13822474	1
SPAG5	-0.168063115	6.547323068	0.194217475	1
ANKRD13A	-0.33132759	7.097958174	0.006380658	0.516253227
STXBP2	-0.670609847	0.34460521	0.185340918	1
UBE2T	-0.258099042	4.964006582	0.183221129	1
POLD3	-0.580384109	4.156455078	0.000374325	0.094009488
JADE1	-0.175483076	6.147296407	0.150988907	1
MAP2	0.62584496	0.516921526	0.069470884	1
LAMP3	-0.429187206	2.122363975	0.099888258	1
PIK3C3	0.214031471	6.644682771	0.076925251	1
HOXA9	-0.18863006	5.302171002	0.16075523	1
RAPGEF3	-0.368894163	2.480414002	0.165796441	1
CIC	0.20360052	6.283941324	0.155880027	1
RBL1	-0.189215455	5.872553735	0.134099698	1
HSPB11	-0.27560431	4.343923592	0.111717211	1
ITGB5	-0.264638077	6.22522948	0.028618583	0.992358667
RNF13	0.323300998	4.452111878	0.192971034	1
ITGAE	-0.259774669	3.552777722	0.161962874	1
PDS5B	-0.199954488	6.617716962	0.116948649	1
SLC27A5	-0.244965063	3.710536172	0.177484374	1
ZNF416	0.43886811	3.588021321	0.04620953	1
SMAP2	-0.207907591	5.660303062	0.194054015	1
APLP2	0.190306536	8.510486768	0.170813772	1
FAM234B	-0.277999428	4.114620735	0.089301584	1
NKAIN1	0.675391162	1.2591302	0.03095767	1
EFR3B	-0.469751081	1.712709307	0.084494734	1
KIF3C	0.274908061	5.143532255	0.075473222	1
CAD	-0.186395703	7.595624155	0.109912484	1
RRN3	1.249047612	1.183422791	0.142049021	1
RAD54L	-0.251715436	4.859741882	0.095378332	1
PPP1R15A	0.212138396	8.706987917	0.118990172	1
LPCAT2	-0.196080199	4.80345042	0.175658165	1
NOP14	0.245638159	7.661976891	0.028893115	0.994131669
AAMDC	0.371318924	2.698614707	0.143335542	1
FER1L4	-0.610554988	3.215403875	0.059265874	1
TGDS	0.232683172	4.407349031	0.200768772	1
NA	0.261276053	4.775330238	0.096300434	1
SIRT4	-0.636778567	0.36860273	0.110153277	1
GMIP	-0.280772956	5.303220731	0.049959649	1
PCBP4	-0.309500528	4.866834906	0.1022305	1
CHRD	-0.750682599	2.295376698	0.025157719	0.948744483
SEL1L3	-0.242682066	6.757588165	0.111267517	1
NLRP1	-0.715614193	3.215574262	0.001601072	0.248538461
ORC6	-0.220484206	5.01415789	0.152423961	1
WDR76	-0.569638851	5.211683031	0.001487164	0.242117549
PHGDH	-0.355955707	6.84422012	0.122868582	1
EZR	0.321255355	8.325921362	0.061959504	1
CLSPN	-0.51720025	5.700578816	0.001782226	0.267333898
CDC45	-0.369038684	4.427634416	0.046668912	1
XYLB	0.241703622	5.174188103	0.113888239	1
CDC6	-0.470112833	5.199610254	0.001247928	0.216305235
MSH2	-0.195721556	6.742078533	0.102387905	1
TBC1D2	-0.491170298	3.615145364	0.004940627	0.448689629
CWF19L1	-0.18761289	5.237955862	0.154515343	1
HIVEP1	0.300636547	4.848170694	0.114298109	1
FKBP5	-0.222886008	6.533909801	0.106848642	1
DSP	0.250522228	6.753009773	0.181228814	1
CDC7	-0.305708767	4.572970591	0.053502507	1
SYDE2	-0.257547898	5.548809446	0.134463365	1
SCD	0.222696401	9.657850311	0.087108292	1
PRTFDC1	-0.239837622	4.101724604	0.160644884	1
H2AFY2	-0.325955287	5.31573899	0.063646366	1
FAM21A	0.387013579	5.495721288	0.0039348	0.400989184
GADD45B	-0.607678825	3.895935894	0.000165224	0.052517577
SNAP29	0.227650206	5.464985518	0.123705653	1
SH3BP1	-0.227928003	4.91900736	0.13318743	1
CCDC134	-0.429806442	2.432833051	0.08064	1
CENPM	-0.285629541	3.15796538	0.133137965	1
JOSD1	0.194588406	6.882651944	0.120611725	1
LMF2	-0.284334207	5.2215253	0.054418338	1
PACSIN2	-0.208769245	5.971832736	0.135622675	1
TOM1	0.250308982	4.434283234	0.191377059	1
BIK	1.189036392	1.493381097	0.000180934	0.054897089
MCM5	-0.365943386	5.742269305	0.086212983	1
MYH9	0.320024118	9.851379285	0.014448227	0.77147173
EP300	0.388251335	5.929923494	0.136116541	1
RANGAP1	-0.229979903	7.662485202	0.094067037	1
POLE2	-0.233562152	3.723334496	0.155395733	1
NIN	0.274667373	7.544750481	0.097274164	1
CDKN3	-0.212702983	4.510285118	0.185042169	1
TMED8	-0.153677021	6.779847355	0.187012002	1
SAMD15	0.646305557	1.11098823	0.039339874	1
DAAM1	0.278259055	4.900295334	0.057344523	1
SPTLC2	0.21925155	8.147115056	0.081175719	1
RIN3	0.175083993	5.170455708	0.200041482	1
YY1	-0.187951186	6.983948588	0.130458498	1
PSME2	-0.248842631	5.737019628	0.050979626	1
GINS1	-0.463732771	5.792872372	0.003002973	0.361643234
MYBL2	-0.334756726	4.646210637	0.079456635	1
NTSR1	0.462200941	4.718801739	0.008637725	0.584679482
SLC17A9	-0.374315782	6.259657582	0.19062229	1
RNF24	0.166375283	5.85913219	0.186243078	1
E2F1	-0.795810509	4.589875185	2.45E-07	0.000272425
METTL4	-0.346689116	4.340758978	0.024711614	0.945755088
SMAD7	-0.626022024	1.569269662	0.02177723	0.886359801
LIPG	0.348436019	2.514823028	0.143566876	1
RNF125	0.440987406	5.234855329	0.001920133	0.278627925
ANKRD12	0.26704388	7.198822807	0.185294877	1
PSMD10	-0.241402842	5.484882268	0.173304137	1
NKAP	0.303134968	5.104927248	0.042040425	1
XIAP	0.326341591	7.158753719	0.011189895	0.680215557
RBBP7	-0.210492787	7.129249386	0.153135923	1
SYTL4	-0.481528562	3.810515161	0.020415371	0.86948263
PARP4	0.220006788	7.89585196	0.083114786	1
VWA8	0.16360853	6.220178906	0.180154174	1
CORO1A	-0.601184016	2.387907876	0.009673979	0.633076565
CENPT	-0.262251662	5.348582356	0.166243092	1
PARD6A	-0.41063249	2.037605748	0.163474463	1
CCDC113	0.291590422	4.179379388	0.058584312	1
NME3	-0.501050771	3.186776716	0.026634159	0.971931606
SLC38A7	0.305386032	5.577478324	0.03758967	1
VAC14	0.359038728	6.998500065	0.006498251	0.516378857
ESRP2	-0.21675202	5.607880833	0.132456849	1
NME4	-0.223030046	4.633437409	0.135386288	1
HAGHL	-0.271791148	4.519818053	0.110700595	1
CRYM	0.842430364	0.780369129	0.078943984	1
ZNF174	0.370532793	3.221382099	0.164833367	1
UBFD1	0.177954886	6.169437275	0.159193495	1
CPPED1	0.318788548	4.238902727	0.043193972	1
STX4	0.272542147	5.966597233	0.031709425	1
NOMO1	-0.408821111	1.395960685	0.15176882	1
RNF40	0.158960698	6.644872945	0.194641103	1
LACTB	0.323865293	5.101257049	0.021142004	0.87362775
CORO2B	0.32942864	4.429948445	0.065085864	1
CD276	0.22353897	5.827727161	0.114749051	1
FAH	-0.222165238	4.863076245	0.16214794	1
BMF	-0.575067066	1.699870127	0.029268659	0.996723806
OIP5	-0.360602406	2.655959161	0.165761991	1
TRIM35	0.192115425	5.167176171	0.191023281	1
CA2	-0.721392119	3.477682845	0.00754662	0.556615332
NIPAL2	0.582390419	3.374235398	0.002213392	0.304626599
PLAT	-0.396248575	2.993906075	0.077128224	1
JPH1	-0.419713867	4.245626276	0.011638477	0.68749409
GDAP1	0.372765383	4.560014653	0.014343288	0.77147173
NDRG1	0.424723286	5.913429082	0.005881082	0.497582525
SPAG1	-0.326198098	5.072990613	0.020712836	0.869548304
SQLE	0.274391418	7.192661223	0.022612072	0.899347241
ERI1	-0.323619529	6.04193292	0.038996756	1
TNFRSF10A	0.214357085	5.916829315	0.103751723	1
MCM4	-0.298535989	7.875382435	0.029239904	0.996723806
RELB	0.478879031	4.033602793	0.016732636	0.816971936
LIN7B	-0.853549219	0.99879796	0.00878078	0.586785209
FCGRT	-0.39094188	4.417678644	0.012369778	0.711795416
PPP1R13L	-0.504858707	2.524802355	0.018785466	0.850793807
DOT1L	0.326081567	6.92359213	0.094303112	1
TLE6	-0.628886577	1.195134351	0.045068187	1
ASF1B	-0.335307228	4.993097931	0.146203148	1
VRK3	0.235263919	4.89542358	0.130817188	1
PPP6R1	0.179602602	6.840640861	0.126308817	1
MED26	0.408264274	3.023873249	0.033422433	1
CCDC94	0.386641748	3.066205582	0.066013949	1
CLIP3	0.659518119	0.344015454	0.08402122	1
PRKD2	-0.214441689	5.6647841	0.115199787	1
BBC3	0.179554621	5.010162626	0.184988353	1
CLEC11A	-0.161156022	6.911807137	0.17941543	1
LIG1	-0.368243375	5.707952191	0.003628833	0.381456026
PLA2G4C	1.481054839	0.437043759	0.003533401	0.381456026
TMEM205	-0.333955888	4.60359575	0.047268845	1
MAST1	0.322803399	2.608011113	0.188578588	1
JAK3	-0.308508531	2.970785793	0.147227239	1
ARRDC2	0.228108423	4.40106549	0.155203062	1
RAB3A	-0.786585391	0.397402807	0.056074209	1
SIPA1L3	0.282090181	5.455841268	0.068333537	1
CDK6	-0.269975896	7.186853848	0.049016124	1
WDR91	-0.26633269	4.36307412	0.095323348	1
CAV1	-0.38386836	3.784452401	0.088328465	1
RNF32	0.349269557	2.186306878	0.144241253	1
DNAJB6	-0.185831377	6.588838377	0.122672911	1
ZKSCAN1	0.239709162	8.115113532	0.194462962	1
SNX8	0.259582827	5.518674489	0.112501055	1
WASL	0.275591395	7.498660173	0.036227594	1
LSM5	-0.219101739	5.562466918	0.20104634	1
RPA3	-0.277340513	3.895341997	0.080453479	1
EZH2	-0.273729745	6.318664645	0.062519869	1
CEP41	-0.296105426	4.946881832	0.03306021	1
MEST	-0.302972539	5.051926126	0.043468013	1
URGCP	0.187325836	5.501574639	0.167415238	1
CLIP2	0.180732161	6.689896273	0.19517194	1
SLC1A1	0.39485735	3.059834019	0.062785392	1
TMEM245	-0.158421429	7.380368244	0.187688603	1
CORO2A	-0.179124625	5.533981336	0.184434934	1
AK1	-0.30710655	2.608079817	0.183057722	1
NCS1	-0.255879227	7.701847817	0.111769084	1
BAG1	0.274516371	5.403393362	0.076516496	1
RAPGEF1	0.18959862	7.707723609	0.128701031	1
ACTA2	0.37302718	1.74518776	0.176536444	1
KAZALD1	-0.346171059	3.073070683	0.087512635	1
FBXW4	-0.255856138	4.30938899	0.174038109	1
UBE2S	-0.387374881	4.359002757	0.157752058	1
ZMIZ1	0.292105217	5.240252326	0.055195296	1
GIT1	0.226846554	6.727054688	0.058456369	1
RAD51C	-0.226005761	4.80260789	0.195478537	1
04-sep	-0.882342609	0.859130252	0.006807854	0.528400329
CDK5RAP3	-0.428861968	6.132301913	0.172930058	1
CBX1	-0.195939687	6.905317135	0.110222186	1
PIGL	-0.372317847	4.624519367	0.189695637	1
ICAM2	-0.519605836	1.988145394	0.046457405	1
CYTH1	-0.212374788	4.458565239	0.184862451	1
LGALS3BP	-0.461714518	4.311318972	0.031977974	1
HDAC5	0.252621379	5.810666211	0.049980825	1
MPP2	-0.322618027	3.834394589	0.090865954	1
SMURF2	-0.353135624	9.61049196	0.002537094	0.329223283
DUSP3	0.247347463	7.28773762	0.134071999	1
SUPT6H	0.175507021	8.095004154	0.191024749	1
LRP2BP	0.648989795	0.143990133	0.11204659	1
UFSP2	0.272260257	4.609478714	0.116317657	1
KLF3	0.200742257	5.813221153	0.133527468	1
SC5D	0.333056078	5.200694905	0.124149	1
SIAE	0.324539535	4.512775876	0.0784288	1
ATG2A	0.271132226	7.062101772	0.032692103	1
KIAA1549L	0.247104999	4.558589167	0.199507075	1
PDHX	-0.210218812	5.627196511	0.19071571	1
SLC15A3	-0.360451914	3.913695751	0.067840086	1
AMBRA1	0.267623537	5.959306013	0.068330992	1
TCIRG1	-0.322407943	5.365991025	0.101992571	1
CHKA	0.2673687	5.515313864	0.038692505	1
P3H3	-0.287594162	4.405837435	0.061693025	1
PPFIBP1	0.21698169	6.976242457	0.076307511	1
PRDM4	0.206282876	6.483515185	0.092579669	1
KCTD10	0.162389044	6.229338292	0.183803432	1
SLC11A2	0.238964332	6.316501093	0.057422101	1
FOXM1	-0.194503778	6.928864966	0.114460678	1
GPN3	-0.249320573	4.926244118	0.136015852	1
RAD51AP1	-0.402211647	4.8426151	0.003896003	0.400089535
CDK2AP1	-0.339640169	4.457973971	0.183593569	1
OAS3	-0.383814734	5.27405152	0.006729348	0.528379281
VDR	-0.341471478	3.788949785	0.047714951	1
MDM1	-0.254100693	4.709005728	0.195306124	1
NUP107	-0.202759399	7.18942773	0.087800361	1
TIMELESS	-0.337290595	6.161441024	0.005445236	0.475123529
GNB3	-0.464960184	2.837598593	0.141138314	1
CDCA3	-0.274648108	4.22654692	0.123674976	1
GNPTAB	0.293153625	6.413481234	0.018064924	0.845321538
SRSF9	-0.15608534	7.394378574	0.19900019	1
RWDD1	0.180255251	5.080260044	0.180508364	1
ULBP1	-0.454080096	2.95981285	0.022043762	0.88639826
MCM3	-0.38138123	6.788812845	0.003253677	0.37012072
CAP2	-0.192387863	5.026072797	0.179813462	1
GMNN	-0.399332082	4.547947494	0.022657674	0.899347241
EPM2A	0.391841621	1.854623888	0.151038457	1
MDFI	-0.379405075	3.956376065	0.041635188	1
DNPH1	-0.26030178	4.512739881	0.093165909	1
COX7A2	-0.239335658	6.351930695	0.139388892	1
TMEM30A	-0.203235684	7.419541842	0.078228687	1
CEP72	0.392751633	5.515743546	0.047322169	1
HMGCS1	0.519586881	6.672909733	0.000380263	0.094009488
HBEGF	0.333304234	3.607059923	0.077466821	1
HMGCR	0.363807343	6.779585818	0.081514122	1
PCDHB3	-0.547545933	0.867852393	0.091598323	1
LMNB1	-0.215092294	6.230068978	0.137107288	1
ARRDC3	0.661076615	5.766639389	4.00E-07	0.000381274
RAD1	-0.273750882	4.9683319	0.081289858	1
SMAD5	-0.164325336	7.054527285	0.195800767	1
EHHADH	-0.227728139	3.840653902	0.181697188	1
BCL6	0.22429239	4.09232075	0.19085312	1
AMOTL2	-0.46212883	6.094062344	0.001184215	0.210790338
HES1	-1.148816171	1.362795668	5.26E-05	0.019489833
ECT2	-0.189606445	7.074452588	0.151552082	1
CBLB	0.356033668	6.904334966	0.006768004	0.528379281
BBX	-0.183777747	7.028545092	0.132029982	1
IQCG	0.266652696	5.712988619	0.110687462	1
C3orf52	0.296793185	4.481937814	0.079345023	1
PODXL2	0.250575369	5.680479884	0.145740763	1
NEK11	0.479342455	1.458704974	0.109827678	1
GORASP1	-0.197716137	5.080882648	0.141284529	1
PLCH1	-0.324364806	3.200229413	0.093606547	1
SSR3	-0.341006393	10.23437097	0.134564612	1
ACTR1B	-0.277118586	5.811967495	0.090616554	1
TP53I3	0.384535648	3.723558351	0.025671498	0.954636471
GPD2	-0.34161087	6.330416845	0.030264242	1
CENPA	-0.275374606	4.406318152	0.110388788	1
MPV17	0.207727022	5.308520613	0.13064072	1
NRBP1	0.264091335	7.182627695	0.17171796	1
APC2	0.469372229	1.011357024	0.164627969	1
STAT1	-0.233821149	6.205565551	0.136070286	1
DNAH6	0.967565246	0.673807674	0.003119995	0.368601224
MOB4	-0.265965238	5.110558688	0.140262516	1
HDLBP	0.185802924	9.02729306	0.101402459	1
STK25	-0.240231687	6.725546679	0.075793247	1
PRKD3	-0.231936889	5.697735785	0.094986706	1
RMDN2	0.490802929	1.239972604	0.116554729	1
SDC1	-0.30673354	5.759500064	0.166269322	1
EPAS1	0.312209202	4.605450071	0.095038779	1
MSH6	-0.206187838	6.584910656	0.127031898	1
BCL9	0.219099609	5.33878558	0.157057918	1
DNAJC16	0.195960654	5.55493824	0.126853845	1
RALGPS2	-0.258077793	6.300378067	0.054410543	1
CEP104	0.209600796	5.847467415	0.15097084	1
QSOX1	-0.216763704	6.362179571	0.162309195	1
KIAA1324	-0.61921714	0.497133451	0.12416015	1
DOCK7	0.189622533	6.768967508	0.151716289	1
DLEU2L	-0.51939349	1.184890696	0.200948516	1
IVNS1ABP	-0.16798721	7.216934563	0.175340012	1
PLA2G4A	-0.384454667	3.277777136	0.102835228	1
PRDM2	0.277556409	5.720227046	0.106286438	1
TROVE2	-0.208102695	7.294057837	0.11158287	1
UCHL5	-0.155171613	6.968720271	0.180957147	1
TTF2	-0.184057749	6.758608273	0.167462023	1
C1orf109	-0.227208431	4.808826727	0.155443083	1
RRAGC	0.365723124	4.828187713	0.039021598	1
RLF	0.197881652	5.957776536	0.112234638	1
ZNF684	-0.350469688	2.592883417	0.110368615	1
RIMS3	-0.256881024	3.578680966	0.161496702	1
UAP1	-0.654335367	8.776011258	9.14E-06	0.00488053
GBP3	-0.329902409	4.176561927	0.076601061	1
RAB29	-0.171817997	6.254064245	0.178181356	1
PIK3R3	-0.409686119	3.5609412	0.01531018	0.791428276
SYF2	0.346008212	6.547685543	0.006878054	0.530763094
STX12	0.268892862	5.970129425	0.18438365	1
CD3EAP	0.214869829	4.14120216	0.180094553	1
SGIP1	0.319140847	6.536184687	0.137954886	1
MYB	-0.531188285	2.736768411	0.009404641	0.618482545
CTGF	-1.780671857	3.519269927	4.90E-19	3.27E-15
FBXL5	-0.318995285	5.857864654	0.0677075	1
DCLRE1B	-0.382246889	4.085605157	0.027820743	0.986166909
ELL2	-0.211869876	5.142701953	0.123020355	1
CYP20A1	0.20957218	5.746572437	0.119695629	1
UBE2B	0.260035109	6.167408187	0.03623094	1
TJP2	-0.321710613	4.035879415	0.057270572	1
CTNNAL1	-0.402350587	6.473788647	0.086326581	1
FAM206A	0.233680086	5.488948774	0.07105848	1
WDR34	-0.417217932	5.88925254	0.02761574	0.983120353
PHF19	-0.18301539	6.477653056	0.189754509	1
DENND1A	0.196341185	5.905079864	0.13987943	1
DCAF4	0.198947178	4.667107659	0.173891439	1
BBOF1	0.604109288	1.87291679	0.017796231	0.84248117
ZC2HC1C	0.807631533	-0.063693667	0.081420742	1
ALDH6A1	0.209705404	5.528519752	0.147532292	1
RHOQ	0.264754551	6.287635272	0.032747174	1
EPCAM	-0.460781936	1.527894113	0.108269342	1
OGFRL1	-0.233182179	6.743439024	0.05027093	1
IFIT3	0.673463136	1.371509285	0.018432903	0.847392385
IFIT2	-0.606334253	1.139255685	0.043995698	1
MXI1	0.240575695	5.934439914	0.057189663	1
SMNDC1	0.210841431	8.098044547	0.078648583	1
HELLS	-0.419011723	6.971443994	0.041279103	1
HOXB5	-0.520282076	2.036690179	0.139006449	1
CAAP1	-0.279602076	4.650110703	0.058718226	1
MOB3B	-0.47316366	3.29235688	0.012685829	0.726848987
CD274	-0.171956398	6.613412163	0.195526606	1
MYCT1	0.833554308	0.732129105	0.040854069	1
ARAP3	-0.281076683	5.772715184	0.126525502	1
PCDHB10	-0.588476317	0.600580645	0.135948405	1
CENPL	-0.227857478	4.269963434	0.131604582	1
NUDCD1	-0.238781749	7.202875245	0.185653013	1
KIAA1217	0.53556596	5.659782383	0.000215247	0.061453494
CCDC77	-0.198437049	4.297059563	0.197396343	1
KBTBD7	-0.313115164	3.422228965	0.101700854	1
EXOSC8	-0.241025924	5.909292054	0.064888073	1
TMPO	-0.260499362	8.234669291	0.048908845	1
NFYB	-0.213912529	5.372906844	0.188572302	1
PDLIM2	-0.432752445	3.549383873	0.04444524	1
TRIM25	0.246735688	7.787509564	0.03234562	1
LHX4	-0.613509616	2.69360656	0.025135786	0.948744483
GJA3	0.427433339	2.246319221	0.070436468	1
ADGRB2	-0.584894713	4.19301539	0.016552469	0.816971936
CCRL2	0.516977098	3.198381471	0.029491079	0.996723806
LIAS	0.261398284	3.825366589	0.198045939	1
CLCC1	0.174262206	6.023829634	0.163592024	1
GTDC1	0.326256676	3.562623256	0.067335724	1
RPAP2	0.34214561	6.265292875	0.043502563	1
NT5C3A	0.252416586	4.923862945	0.069672388	1
CCZ1	-0.399683562	3.993170349	0.05320735	1
TAF1L	0.67176427	1.622809376	0.106100927	1
CALD1	-0.534591746	7.068586252	1.56E-05	0.007422732
SLC25A16	0.233705592	4.944296456	0.101450337	1
RBM19	0.228975004	6.656411243	0.140227136	1
CDKN2C	-0.34831174	2.650819116	0.198639355	1
EBPL	0.217983169	4.815562228	0.139795842	1
CDK2	-0.417145087	6.214384993	0.016569481	0.816971936
TUBA1B	-0.542702029	7.532974282	0.074901816	1
