Symbol	logFC	logCPM	PValue	FDR
YTHDC2	-0.496786671	5.820464488	2.35E-06	2.90E-05
HDAC9	0.709719977	3.218784819	1.61E-05	0.000155439
TSPAN17	0.489007211	5.58994675	2.07E-05	0.0001914
CC2D2A	-0.634800883	4.165459758	2.25E-06	2.80E-05
KITLG	-1.324701832	10.45037306	1.51E-52	2.14E-49
PER3	-0.753434277	3.452311012	1.01E-06	1.37E-05
TNFRSF9	2.54307967	2.797503828	1.38E-34	6.72E-32
RFC2	-0.652622178	4.685374468	2.19E-07	3.63E-06
PTCD2	-0.584394231	4.959055496	9.77E-07	1.34E-05
LIMA1	0.418855465	7.793802159	6.30E-05	0.000496283
BCAR1	0.587377954	5.05109584	4.32E-06	4.93E-05
POLQ	-0.514215468	4.623584474	2.27E-05	0.000206882
MPHOSPH9	-0.541946768	5.790523579	2.27E-06	2.82E-05
PRSS8	0.674528935	5.317342231	3.11E-08	6.28E-07
FNIP2	-0.812511258	3.146513393	3.30E-07	5.13E-06
MSMO1	0.553246894	8.19826205	7.26E-08	1.36E-06
LAMA3	0.937233575	3.968354365	7.72E-11	2.70E-09
SYNE2	-0.980379058	6.98322655	0.000117229	0.000842463
ATP9A	0.458089203	7.371941484	1.68E-05	0.000160855
NOP58	-0.412992628	7.063528401	6.84E-05	0.00053125
SZRD1	0.587926616	7.628692522	1.83E-09	4.92E-08
KCNH2	0.662822729	3.798445143	3.62E-05	0.000310377
CYFIP2	-0.466068189	6.246634781	8.80E-06	9.25E-05
ZNF280C	-0.488708823	4.9392979	3.40E-05	0.000293212
IL17RB	-1.136723748	2.366331015	4.54E-08	8.86E-07
TRAF3IP2	0.542044454	4.674244526	2.23E-05	0.000204034
PRDM1	1.281447368	1.97924106	3.29E-08	6.61E-07
LAMC2	1.880281191	7.635099787	4.66E-73	1.65E-69
YIPF1	0.548221412	4.381535672	4.42E-05	0.000368264
NDC1	-0.400864312	6.578532193	6.89E-05	0.00053477
FLYWCH1	0.614388692	6.025172818	3.68E-08	7.31E-07
TARBP1	-0.726425384	5.324875013	5.35E-11	1.93E-09
MXD1	1.048147287	5.004737082	5.64E-17	5.50E-15
MON2	-0.547806072	6.23633722	7.78E-08	1.45E-06
ELMO2	0.580857042	4.885226155	2.72E-06	3.31E-05
GPC1	0.530019622	6.315561782	9.74E-07	1.33E-05
HAGH	0.575295995	4.66671164	9.75E-06	0.00010059
LIMCH1	-1.04629957	3.689992107	4.89E-13	2.68E-11
ST3GAL6	-0.837752014	3.252509164	2.59E-07	4.19E-06
CTSA	0.607744921	6.288057163	6.67E-09	1.58E-07
SLC12A2	-0.551084255	7.009800254	1.30E-08	2.88E-07
ABCA7	0.511095032	6.11045398	3.54E-06	4.15E-05
PMS1	-0.605415944	5.553228656	2.53E-08	5.21E-07
CALCRL	-1.049484557	1.836675937	1.01E-05	0.000103879
WDR3	-0.502624539	6.725256886	1.44E-06	1.87E-05
MCM10	-0.734919998	4.468295502	1.81E-08	3.86E-07
TBC1D22B	0.51706503	4.667599641	5.79E-05	0.000460257
MYLK	-1.014199542	2.294573955	7.63E-07	1.08E-05
SLK	-0.533247723	7.500391314	1.33E-08	2.93E-07
ELOVL1	0.966271722	6.34050811	4.41E-18	5.02E-16
ATXN3	-0.459400198	5.620158585	5.08E-05	0.000412599
MSANTD3	0.56112493	4.817787091	7.92E-06	8.39E-05
PFKP	0.480442333	7.582320238	9.48E-07	1.30E-05
IDI1	0.422752014	7.382324704	8.34E-05	0.000634005
KLF6	0.839432651	8.231254924	9.77E-17	8.92E-15
PLPP1	0.604789669	4.137757444	2.76E-05	0.000245298
NEO1	-0.397205017	6.302384231	0.000124437	0.000886233
TNFRSF1A	0.538004	6.749265285	1.59E-07	2.72E-06
PKM	0.386529298	10.30599467	3.34E-05	0.000288872
RRP15	-0.576339985	5.654064309	1.33E-07	2.33E-06
IDH3G	0.712905963	5.403501834	1.18E-09	3.28E-08
PDK3	-0.755616829	2.808012038	1.66E-05	0.000159898
HDAC4	-0.545290585	4.934784152	4.09E-06	4.71E-05
TFE3	0.56675618	5.601579587	6.79E-07	9.75E-06
PPP2R5B	1.354577336	4.414964673	1.59E-21	2.78E-19
PITX1	0.970795629	4.009956166	5.25E-11	1.91E-09
MAST4	1.466717428	1.018025695	1.02E-05	0.000104351
BCL3	0.7224318	4.134274274	8.12E-07	1.14E-05
MAOB	0.506383247	6.599188849	7.48E-07	1.06E-05
UFD1L	0.48279289	5.719021838	1.14E-05	0.00011492
DAPP1	1.686133234	0.843842263	2.02E-06	2.53E-05
FSTL3	1.08506673	4.933315215	4.58E-18	5.14E-16
DGCR2	0.458644919	6.224940191	2.51E-05	0.000226405
JMJD6	0.542823172	5.595556211	1.27E-06	1.67E-05
WIPI1	0.689461947	5.986341184	2.70E-10	8.60E-09
AP3M2	-0.654189851	4.783523487	8.74E-08	1.60E-06
WDR1	0.767013861	8.301419388	2.46E-15	1.85E-13
FAM50A	0.487900835	5.343679055	5.02E-05	0.000408434
CYBRD1	-0.499932981	5.344075113	9.17E-06	9.55E-05
RDH11	0.524670748	7.011211847	3.00E-07	4.73E-06
ACTN1	0.506377589	7.850874338	5.94E-07	8.68E-06
TFRC	0.450542989	9.066130637	1.60E-06	2.05E-05
P4HA2	0.817152795	5.47011212	1.17E-12	6.10E-11
TRNT1	-0.483527817	4.802378224	5.90E-05	0.00046784
ACADVL	0.402387103	8.296418455	7.33E-05	0.000566812
AP1M1	0.554463222	5.095197668	4.67E-06	5.28E-05
MCM2	-0.784742543	6.043225285	1.08E-13	6.40E-12
PANX2	1.259729675	3.641707009	3.35E-14	2.11E-12
ADAM11	-0.898797745	2.969912834	2.12E-07	3.52E-06
ST6GAL1	-0.877433602	4.590761404	1.61E-12	8.04E-11
TEAD2	-0.751949396	4.753268567	2.94E-10	9.28E-09
CA12	-1.052168384	2.003501732	2.89E-06	3.49E-05
MGLL	1.399545145	5.252752025	4.78E-30	1.93E-27
MYDGF	0.627488189	6.140868155	6.19E-09	1.47E-07
ANO8	0.511783987	4.995946232	2.26E-05	0.000206466
ARHGEF10L	0.534321062	4.27665378	7.97E-05	0.000609845
TIPIN	-0.661190324	3.846846531	5.40E-06	5.99E-05
SEMA3C	-0.561759514	5.761263871	1.73E-07	2.92E-06
CELSR1	0.498244459	6.374259417	2.78E-06	3.37E-05
VPS9D1	1.12612042	3.054080256	1.41E-09	3.86E-08
ACTB	0.508483944	10.54788127	1.83E-07	3.07E-06
SEC31B	-0.505406981	5.386077356	4.80E-06	5.41E-05
MCM6	-0.606456613	6.449525056	4.79E-09	1.17E-07
PTPN23	0.510026247	6.204134499	2.12E-06	2.65E-05
UNG	-0.974642999	5.631264918	3.48E-19	4.61E-17
ACACB	-0.83441411	3.364234676	1.07E-07	1.91E-06
MBNL3	-1.376797053	3.229391855	2.50E-16	2.15E-14
STXBP2	0.638333128	5.294897358	5.85E-08	1.11E-06
CTTNBP2	-0.629153121	3.379636217	4.31E-05	0.000362158
NFKB2	1.024603599	7.732047967	1.93E-25	5.06E-23
IL4R	1.120700331	5.652065925	2.35E-22	4.49E-20
SIRT6	0.567368271	4.259538567	5.54E-05	0.000443845
PIAS2	-0.596849344	5.532427741	2.99E-08	6.07E-07
TULP3	0.424670262	5.852728278	0.000115616	0.000834263
TP53INP2	0.992500492	4.589240585	5.02E-13	2.74E-11
SLC1A3	-1.434715301	3.980239267	8.97E-25	2.12E-22
FDFT1	0.431426616	8.450021524	7.48E-06	7.98E-05
PTPRH	1.187567531	5.639493268	6.09E-24	1.33E-21
RFX3	-0.501898606	5.172568279	1.00E-05	0.000102951
RIF1	-0.62147521	7.119981897	2.22E-08	4.65E-07
PUM3	-0.42197447	5.50712038	0.000115953	0.00083584
CPOX	-0.404059864	9.12777073	7.43E-06	7.93E-05
RBL1	-0.595433897	4.472608335	3.27E-06	3.88E-05
DLGAP4	0.6336292	6.186569822	1.27E-07	2.23E-06
ARG2	1.157581389	4.319760912	1.37E-15	1.07E-13
MEF2C	-0.42876336	5.798903385	4.51E-05	0.00037406
BZW1	0.423982976	7.578710235	5.13E-05	0.000416045
FAM135A	-0.472177962	5.203304772	8.79E-05	0.000661458
GEMIN5	-0.572153709	5.900871134	2.52E-07	4.11E-06
NFE2L1	0.561050537	8.500473452	5.46E-09	1.32E-07
PALB2	-0.556944673	4.352796806	1.67E-05	0.000160039
BCKDHB	-0.575139464	3.843594234	7.28E-05	0.000563413
PLOD1	0.52065977	7.492623088	1.60E-07	2.72E-06
CYLD	0.622856098	5.392185613	7.61E-08	1.42E-06
SLC27A5	-0.74318197	2.687974939	3.70E-05	0.000316072
FAT1	-0.793716168	11.12104241	1.33E-12	6.82E-11
CD59	0.938307953	7.179214575	1.84E-18	2.24E-16
HACE1	-0.505133226	5.028172922	1.76E-05	0.000166834
IGSF9	-1.619071605	2.835533442	2.80E-19	3.81E-17
ABCB1	1.638170094	3.388188123	1.03E-21	1.84E-19
B4GALT1	0.602351653	6.517272521	4.88E-09	1.19E-07
ITPKC	0.661432992	4.869676539	1.37E-07	2.38E-06
LAT2	0.995580832	3.940540257	5.39E-12	2.37E-10
PPP1R15A	0.922921829	6.883033087	1.81E-16	1.60E-14
FTL	0.796027889	9.45281555	1.79E-16	1.59E-14
TXNDC16	-0.755565308	2.585045346	9.09E-05	0.000680348
KLHL42	-0.433207777	5.749874366	6.82E-05	0.000530138
SULT2B1	2.419501983	1.206180033	3.99E-12	1.81E-10
PTPN4	-0.555507568	5.387148869	4.66E-07	7.03E-06
DDX18	-0.38880792	7.236607728	7.90E-05	0.000604902
EDEM2	0.535451554	4.766657788	3.06E-05	0.000267349
TMEM40	0.835838012	3.379383476	7.00E-07	1.00E-05
NSFL1C	0.480093601	5.991424054	1.98E-05	0.00018446
PXN	0.392023672	8.292747968	3.36E-05	0.000290514
ERP29	0.41272753	7.020873132	4.16E-05	0.000351227
FUS	-0.3575529	8.416287689	8.52E-05	0.000643456
FXYD5	1.147667843	6.337076456	1.08E-24	2.46E-22
GRAMD1A	0.592311205	5.833403004	9.83E-08	1.78E-06
GMIP	0.682206306	4.056199239	2.70E-06	3.29E-05
ZBTB25	-0.691706858	5.090766683	1.42E-09	3.88E-08
BLVRB	0.953793949	5.523999259	7.02E-15	4.89E-13
SLC9A1	0.651261396	5.293438723	2.23E-07	3.69E-06
TFAP4	-0.645850555	4.713621186	1.39E-07	2.41E-06
PUS7	-0.580022707	5.776581004	4.02E-08	7.94E-07
LAMB1	-0.48578182	6.429193691	1.92E-06	2.43E-05
NA	0.521150328	7.298747042	2.91E-07	4.62E-06
ALKBH5	0.455761124	6.619800169	2.58E-05	0.000231051
SPAG7	0.659260708	5.120076251	5.51E-08	1.05E-06
TRPM7	-0.537552089	6.826881035	7.96E-08	1.47E-06
WDR76	-0.608606456	4.360148912	4.28E-06	4.90E-05
PHGDH	0.393428566	7.530136812	4.84E-05	0.000396576
EZR	0.427059448	11.16060382	4.17E-06	4.79E-05
MYL6	0.679416492	7.72093525	3.67E-10	1.14E-08
RFFL	0.553228502	5.906629411	5.49E-07	8.12E-06
DPYSL2	-0.533651872	5.796957113	1.33E-06	1.74E-05
XYLB	-0.72330363	3.245869942	5.30E-06	5.90E-05
CBX5	-0.593382957	8.165693448	1.43E-08	3.12E-07
MSH2	-0.54448217	5.942097185	2.95E-07	4.68E-06
FKBP5	-0.630346817	6.726370638	1.87E-10	6.08E-09
CDC7	-0.912621664	4.413093253	9.91E-12	4.12E-10
SYDE2	-0.580319154	3.665878964	4.49E-05	0.000372674
ABLIM1	-0.557769649	8.071517517	2.38E-09	6.26E-08
NRP1	1.693839	3.911076329	2.83E-25	7.01E-23
TSPAN15	0.6403813	4.283520363	3.34E-06	3.96E-05
KCNK6	0.464550326	5.392574524	5.78E-05	0.000459874
PSMD8	0.513852886	6.635780581	1.42E-06	1.85E-05
FBXL19	0.565755272	5.437983798	1.91E-06	2.41E-05
BCL7C	0.487846382	4.70353468	0.000126253	0.000896272
02-mar	0.615773469	3.859593176	0.000124944	0.000889321
CDC34	0.554151153	5.596310098	9.90E-07	1.35E-05
MTAP	-0.456001523	8.239618387	6.00E-07	8.73E-06
MISP	0.954130592	5.709493915	3.50E-15	2.55E-13
GADD45B	0.523148627	4.273461038	0.000117438	0.00084354
MKNK2	0.805943319	7.74814933	1.89E-16	1.66E-14
ARVCF	0.575730681	5.390724575	5.38E-06	5.97E-05
MED15	0.428246653	5.93934749	0.000116092	0.000836098
TBC1D10A	0.928154754	3.044745987	5.06E-07	7.53E-06
SEC14L2	0.672900017	3.950238761	8.24E-06	8.69E-05
SLC35E4	0.91473843	2.606217551	7.27E-06	7.80E-05
CYTH4	0.829501919	2.815400408	5.76E-06	6.32E-05
LGALS1	0.78681937	8.047121004	1.09E-13	6.45E-12
TRIOBP	-0.373472455	7.183717926	9.01E-05	0.000675877
TFIP11	0.453885585	5.212689303	0.000125747	0.000893689
03-sep	-0.708158387	4.374346501	1.93E-07	3.23E-06
JOSD1	0.689845363	7.460183231	2.52E-12	1.21E-10
CYB5R3	0.599202636	7.167846721	2.71E-09	7.09E-08
BIK	2.179368133	4.660429399	6.46E-50	7.03E-47
HMOX1	1.426500893	5.267108461	3.67E-30	1.53E-27
MYH9	0.576616965	9.902133554	2.88E-07	4.61E-06
FOXRED2	-0.826814756	4.100525522	9.53E-10	2.70E-08
RANGAP1	0.532768353	6.792274139	1.46E-07	2.52E-06
POLR3H	-0.480436346	5.231169681	1.96E-05	0.000183139
CERK	0.504631377	6.377919591	3.35E-06	3.97E-05
ABHD4	0.811762716	4.46325284	1.85E-09	4.97E-08
POLE2	-0.865901872	3.035366695	7.40E-07	1.05E-05
DDHD1	-0.565876089	6.406843579	3.63E-08	7.23E-07
PLEK2	0.809293366	5.489294515	3.75E-12	1.72E-10
SIX4	-0.505099687	5.945088038	1.27E-06	1.67E-05
DICER1	-0.386873776	6.595280769	0.000103545	0.000757993
PCNX	-0.600317923	7.242490921	1.47E-09	4.02E-08
PAPLN	-0.786386447	3.583050085	1.01E-07	1.82E-06
PSMB5	0.434442717	6.319224221	3.47E-05	0.00029857
NFKBIA	0.83822878	5.718195148	1.16E-13	6.78E-12
BRMS1L	-0.678168533	3.433392453	1.68E-05	0.000161161
PYGB	0.477648435	7.387271624	1.81E-06	2.31E-05
TPD52L2	0.512985619	7.634559498	2.35E-07	3.87E-06
DNAJC5	0.416396838	6.532645667	7.58E-05	0.00058451
EEF1A2	0.465687194	8.777456146	1.68E-06	2.15E-05
TRIB3	0.631779027	7.354822189	1.71E-10	5.62E-09
SNPH	0.734356632	3.183663493	2.55E-05	0.000229576
NOP56	-0.413938631	7.514865339	4.70E-05	0.000387172
JAG1	-0.834726298	6.267754209	7.90E-17	7.50E-15
E2F1	-0.776438736	3.25127176	2.10E-06	2.63E-05
CHMP4B	0.506279943	6.117017719	7.20E-06	7.73E-05
DNTTIP1	1.043561681	5.779114186	4.40E-20	6.54E-18
SMCHD1	-0.374627315	7.464616111	9.69E-05	0.000717026
LIPG	0.586855573	5.384028883	5.00E-07	7.46E-06
POLI	-0.451881664	5.212547851	0.000106814	0.00077709
RBBP8	-0.722783934	6.229773124	1.16E-10	3.91E-09
RIOK3	0.493461918	6.769425383	1.84E-06	2.33E-05
ATG4A	0.973159507	3.408496604	9.03E-09	2.07E-07
POLA1	-0.598004583	5.35456313	9.54E-08	1.74E-06
ABCD1	0.759681847	3.565528848	4.49E-06	5.11E-05
PLP2	0.658001216	7.452277033	2.00E-11	7.80E-10
ELF4	0.895702315	5.582213095	5.02E-15	3.58E-13
KCND1	0.626073507	3.668518772	3.86E-05	0.000328334
SLC35A2	0.529480803	5.347037566	1.96E-05	0.000183404
MAGT1	0.405227894	6.957825167	0.000100888	0.000741222
SMS	0.397703386	6.71604059	0.000126467	0.000896272
USP11	0.670885624	6.83716379	6.22E-10	1.87E-08
TIMP1	0.977032953	6.746420025	7.72E-20	1.11E-17
KLF5	0.402909464	6.776690461	6.37E-05	0.000501277
STK24	0.512925595	7.947722153	9.88E-08	1.78E-06
FGF9	-1.088723751	3.522234211	1.45E-12	7.35E-11
DGKH	-0.780742872	5.815032919	1.66E-10	5.48E-09
NFAT5	-0.914645695	8.594951055	1.91E-09	5.07E-08
ARL2BP	0.486062439	6.061467998	2.08E-05	0.00019172
DHODH	-0.699973901	3.565104401	6.81E-06	7.36E-05
CYB5B	-0.472059635	9.102846978	2.59E-07	4.19E-06
SETD6	-0.942685533	4.058943682	9.84E-12	4.11E-10
HAS3	1.291005834	6.0986209	6.03E-30	2.37E-27
FA2H	1.282359192	3.438669697	2.00E-13	1.14E-11
MON1B	0.561613266	5.73498763	4.18E-07	6.37E-06
COTL1	0.541645469	7.460899524	2.98E-08	6.06E-07
HAGHL	-0.655158126	3.66649887	2.16E-05	0.000198739
SLC7A5	0.373729509	9.817978059	8.09E-05	0.00061657
GGA2	-0.392629325	6.161259191	0.000124447	0.000886233
CPPED1	0.708981917	4.087611611	1.22E-06	1.62E-05
RPGRIP1L	-0.834039216	4.427916168	9.72E-10	2.73E-08
STX4	0.685125063	4.157223864	8.73E-07	1.21E-05
TMC5	0.752823726	5.024041396	7.75E-10	2.24E-08
RNF40	0.450348844	6.635818713	9.96E-06	0.000102406
CORO2B	1.152748703	2.953496454	2.80E-10	8.85E-09
CSK	0.457992683	5.538471982	4.97E-05	0.00040504
TRIP4	0.551933968	4.899110512	2.23E-05	0.000204034
CD276	0.788904677	6.216203324	1.86E-13	1.07E-11
CEMIP	-1.379958675	3.184968855	3.26E-17	3.37E-15
HOMER2	-1.01468478	2.372761732	7.58E-07	1.07E-05
EHD4	0.42420606	6.543640583	3.26E-05	0.000282392
TMEM87A	0.443518313	6.624892534	2.63E-05	0.000235146
DMXL2	-0.419147392	6.095566757	6.51E-05	0.000509602
ZDHHC2	-0.394620269	6.177764719	0.000122067	0.000872358
FZD3	-0.719667952	5.908768427	4.19E-12	1.88E-10
JPH1	-0.49411658	4.504525955	9.20E-05	0.000686304
NDRG1	1.044438727	8.619492826	1.08E-26	3.11E-24
ERI1	-0.456976584	6.546622966	4.65E-06	5.27E-05
R3HCC1	0.536892975	4.571209285	4.90E-05	0.000400698
TNFRSF10A	0.55454765	5.784572606	5.20E-07	7.73E-06
PPP2CB	0.425898381	6.675637216	2.73E-05	0.000243044
KLHDC4	-0.443471219	6.009495725	2.30E-05	0.000209307
MCM4	-0.915004385	6.684491687	2.11E-20	3.22E-18
KCNN4	0.582749922	5.749166944	1.33E-07	2.33E-06
NUCB1	0.587469489	6.607228316	1.43E-08	3.12E-07
DHDH	0.979291172	2.131034638	0.000105265	0.000768595
CLPTM1	0.415682505	6.575752721	9.94E-05	0.000732432
RELB	1.207153811	5.022439228	4.42E-22	8.22E-20
PPP1R13L	0.432437214	5.912634141	0.000106724	0.000776837
KLC3	0.845924297	4.017195359	9.33E-09	2.12E-07
STX10	0.548049198	5.906102116	1.85E-06	2.34E-05
IL27RA	0.775764041	5.23713043	5.95E-11	2.13E-09
PPP6R1	0.511652196	6.589318338	1.09E-06	1.46E-05
PIAS4	0.494430104	4.73371456	9.90E-05	0.000729519
PRKD2	0.451228908	5.825001574	7.42E-05	0.000573486
TJP3	0.581933004	5.762361626	4.70E-07	7.07E-06
BBC3	0.57410267	5.327350743	7.75E-07	1.09E-05
PLIN3	0.835273679	8.222557187	1.46E-17	1.54E-15
ICAM5	-0.482309238	4.758465633	7.68E-05	0.000590603
GRIN2D	0.955900764	6.086792405	6.03E-15	4.26E-13
PLA2G4C	1.761942865	3.058251313	5.38E-21	8.65E-19
PPP2R1A	0.520838991	7.79041181	1.83E-07	3.07E-06
COPE	0.472077441	5.666624968	9.30E-05	0.000693132
LSR	0.735596855	8.103503663	3.92E-12	1.79E-10
GSK3A	0.527701774	5.598075259	3.23E-06	3.84E-05
ATP13A1	0.528752738	6.132345662	1.26E-06	1.66E-05
SIPA1L3	0.672632711	6.643434016	6.14E-09	1.46E-07
CDK6	-0.581754538	6.937084673	2.76E-09	7.20E-08
ITGB8	-1.074298671	3.769871189	2.03E-14	1.33E-12
MPP6	-0.945620029	5.241978235	2.74E-17	2.85E-15
OGDH	0.388671041	6.999392872	0.000126812	0.000897649
CAV1	-0.549296351	8.737331158	2.91E-09	7.53E-08
STX1A	0.86268721	4.409791485	1.63E-10	5.39E-09
CHCHD2	0.534993936	6.347964613	8.54E-07	1.19E-05
HSPB1	0.582824767	7.283292614	3.13E-06	3.75E-05
PLOD3	0.492671377	6.044510322	6.82E-06	7.37E-05
PHF14	-0.4636856	4.692287022	0.000117028	0.000841449
BLVRA	0.669166356	4.280180632	8.30E-07	1.16E-05
BCL7B	0.586569014	4.893128543	3.16E-06	3.77E-05
YKT6	0.50793022	6.666709877	7.70E-07	1.08E-05
FKTN	-0.441191485	5.410868257	9.71E-05	0.000717929
CNTNAP3	-1.352390794	2.486723531	1.05E-11	4.32E-10
SEC61B	0.5321156	5.751116469	5.75E-06	6.32E-05
AK1	0.770804092	2.702584223	0.000108892	0.000790178
TESK1	1.106271669	4.522883137	3.44E-16	2.90E-14
CREB3	0.848057467	4.803111266	8.24E-11	2.86E-09
DDX58	0.546716743	5.049221469	5.82E-06	6.38E-05
EDF1	0.500798995	6.612080072	1.09E-06	1.46E-05
DVL1	0.405722722	6.96847462	6.12E-05	0.000483193
TRDMT1	-0.869904374	3.750388169	1.38E-09	3.82E-08
PALD1	-0.58968166	5.477047996	1.17E-07	2.07E-06
UNC5B	0.637388475	5.72415663	7.33E-08	1.37E-06
C10orf2	-0.440940073	5.907443862	4.34E-05	0.000362816
SH3PXD2A	-0.67719949	4.537216765	6.45E-08	1.22E-06
DKK1	-0.655034608	6.179321411	5.79E-10	1.75E-08
FAM208B	-0.449003933	7.424207913	5.62E-06	6.19E-05
XPNPEP1	0.433304653	6.801016911	1.76E-05	0.000166938
TFAM	-0.440337777	6.059027734	2.25E-05	0.000205636
UBE2S	0.544169275	5.153998215	8.85E-05	0.000665432
RPL28	0.406822024	9.239360144	1.71E-05	0.000163749
PSMD3	0.458668882	7.142451713	3.37E-06	3.99E-05
RNF43	-1.046757521	6.116331476	4.38E-24	9.83E-22
04-sep	-0.919944551	2.030053461	4.04E-05	0.000342465
CAMTA2	0.49193542	6.13931587	4.96E-06	5.56E-05
PFN1	0.482878421	8.889588167	6.41E-07	9.27E-06
SYNGR2	0.52625798	6.39476944	1.58E-06	2.03E-05
CYTH1	0.565415588	5.477141172	1.32E-06	1.73E-05
PSMD11	0.443965459	7.155402725	7.30E-06	7.82E-05
CNTNAP1	0.705236626	4.446760336	9.11E-08	1.66E-06
VAT1	0.432150555	7.853001541	1.80E-05	0.000169534
LRRC59	0.410794302	8.432830213	1.42E-05	0.000138887
ABCC3	-0.613101877	6.541155952	1.57E-09	4.29E-08
HLF	-1.061496662	1.750878216	1.37E-05	0.000134643
SLC16A6	-0.775193516	3.715466287	3.07E-07	4.83E-06
DPH1	-0.597989783	4.030376579	1.54E-05	0.000149244
TMEM104	0.64465808	4.632121761	1.02E-06	1.38E-05
TNFAIP1	0.618844967	5.886557588	1.57E-08	3.40E-07
CDR2L	0.83788042	5.081829299	2.59E-12	1.25E-10
