Symbol	logFC	logCPM	PValue	FDR
MVP	1.025965397	6.28262886	1.57E-27	5.58E-26
GPRC5A	1.615348795	8.030456429	4.14E-55	4.77E-53
CAPN1	0.869080058	7.679153864	1.89E-16	3.07E-15
DPEP1	-1.310926274	3.758097004	1.07E-22	2.83E-21
NPC1L1	2.145340655	3.027529733	1.58E-30	6.26E-29
CHDH	-1.11760841	6.440011464	8.26E-39	4.90E-37
SNAI2	1.203186514	3.383757014	2.12E-16	3.42E-15
ZFP64	1.14134941	5.148980408	4.21E-25	1.30E-23
SAMD4A	1.33125687	3.533142797	1.61E-18	3.18E-17
MRE11A	-0.511068799	6.715657068	4.69E-10	3.95E-09
PLEKHB1	-1.264379222	6.464145174	5.24E-31	2.11E-29
SERPINB1	0.694934798	6.66248396	9.43E-13	1.07E-11
RNF10	0.642150473	7.426664884	7.80E-15	1.08E-13
BIRC3	2.517203071	4.79226058	1.48E-84	3.62E-82
PLEKHO1	1.338664396	4.156962277	3.79E-27	1.31E-25
EHD2	2.828485317	1.14641597	1.39E-18	2.77E-17
TOMM34	1.343173899	7.320640905	2.11E-40	1.37E-38
VIM	2.811874709	9.642207236	9.18E-87	2.40E-84
RNASET2	-0.811810937	4.250019104	2.20E-11	2.13E-10
BTN3A1	-0.746591955	4.466212858	2.98E-10	2.55E-09
HMGB3	0.69177767	6.194566521	1.31E-11	1.31E-10
FUT8	1.419669702	6.116576412	4.73E-53	5.13E-51
GAB2	0.854633907	6.094510099	7.59E-19	1.54E-17
TMSB10	1.107543397	9.435826217	7.36E-29	2.76E-27
SH3YL1	-1.262881226	3.606091194	3.68E-18	6.98E-17
VCL	0.88570578	8.442825199	1.03E-25	3.29E-24
TIMP2	0.860953743	8.49340287	6.50E-18	1.20E-16
MRI1	-0.596579097	5.555321878	3.51E-10	2.99E-09
CLEC16A	0.886016977	5.845445362	1.40E-18	2.78E-17
CDH1	2.512965174	6.48752943	1.41E-128	8.99E-126
FAM65A	0.824410425	7.86572246	1.69E-25	5.32E-24
PQLC2	0.878234227	3.619442267	2.39E-09	1.81E-08
TNC	3.65355642	6.696416755	1.10E-195	2.69E-192
CAPG	1.278114334	5.276266081	3.18E-31	1.30E-29
CTNNA1	1.056665126	8.774210753	3.02E-26	9.96E-25
EPHA3	-0.857260639	3.781925305	1.71E-10	1.52E-09
ARAP2	0.894114691	4.735755555	3.80E-13	4.47E-12
SCML1	-1.74379649	6.329044356	7.06E-43	5.05E-41
MAP4	0.605531963	8.612780892	7.98E-12	8.09E-11
HDAC9	4.188009895	3.579252519	1.85E-103	7.55E-101
SNX29	0.831138444	5.425760624	2.31E-14	3.05E-13
TNFRSF9	5.048270555	2.048987085	1.47E-44	1.10E-42
DKK3	3.835707077	0.549968171	2.30E-18	4.45E-17
LIMA1	0.685984893	6.656674842	4.88E-10	4.09E-09
LAMC3	-1.399430637	2.225786031	6.80E-12	6.95E-11
MAPK9	-0.538533114	5.870077428	3.48E-09	2.57E-08
BCAR1	0.772458089	7.282349871	3.14E-17	5.43E-16
HOMER3	1.216982095	3.695325365	1.27E-17	2.28E-16
PIK3CB	0.628852742	6.539926392	1.97E-12	2.14E-11
RRP12	0.912317716	6.988237764	3.48E-21	8.19E-20
MSMO1	1.867647581	6.278435553	4.92E-89	1.36E-86
TTC17	-0.466750361	7.753870756	1.70E-09	1.32E-08
LAMA3	2.203913022	5.797992767	3.67E-97	1.34E-94
LY75	-1.166446074	2.813512295	4.69E-12	4.88E-11
FOXC1	1.230097692	3.239075146	4.54E-13	5.29E-12
SZRD1	0.797422156	7.525213162	7.21E-19	1.46E-17
IL17RB	-1.780033023	4.999755552	7.63E-50	6.94E-48
DCBLD2	1.833119523	9.748815771	6.93E-125	4.06E-122
LAMC2	4.199443263	6.526380732	8.88E-225	4.34E-221
RASGRF1	3.391466839	1.776647721	2.85E-32	1.26E-30
ATP2B4	2.143010575	3.762794349	4.36E-34	2.11E-32
TARBP1	-0.665602571	6.978728073	5.19E-12	5.36E-11
SLC2A3	1.04057508	5.311166774	1.47E-23	4.13E-22
RIMBP2	-1.004737216	7.312786326	8.89E-23	2.36E-21
VMP1	1.083032675	8.002335889	3.72E-10	3.15E-09
CA11	-1.978612225	2.003731867	3.26E-19	6.76E-18
AHRR	-0.771179327	6.884842669	2.18E-15	3.19E-14
GPC1	1.307401668	4.72452377	3.04E-26	1.00E-24
TSPAN32	-3.253317146	4.16145445	3.68E-101	1.42E-98
HIPK2	-0.559692364	8.848181897	1.43E-09	1.12E-08
SUGP2	-0.85485566	7.530998074	2.29E-15	3.34E-14
CNN2	0.864364789	7.217536235	8.96E-12	9.04E-11
AP3D1	0.604422918	8.05913612	2.20E-13	2.65E-12
SLC9A3R2	0.952695648	5.612544544	1.71E-16	2.79E-15
OAT	-0.960172985	7.062927774	4.94E-32	2.14E-30
ERBB3	-0.559778599	8.478590746	2.57E-13	3.08E-12
SLK	0.888348406	7.308367058	5.75E-23	1.54E-21
GSTO2	-0.604796849	5.921149748	2.51E-11	2.42E-10
FAM107B	1.815690087	5.316346032	3.51E-67	5.65E-65
TIE1	4.943308726	0.261036892	1.18E-17	2.14E-16
DIP2B	0.982670458	7.195525752	1.67E-33	7.84E-32
SMARCD1	0.62659947	7.614989069	6.48E-12	6.65E-11
NGEF	0.698434694	5.424430392	1.30E-12	1.44E-11
ASPM	0.769640145	6.619301647	7.55E-20	1.65E-18
ELOVL1	1.080903248	6.087420514	1.18E-26	4.00E-25
MSANTD3	1.251162118	5.454576864	2.69E-36	1.46E-34
PFKP	0.657516477	7.219377833	1.12E-10	1.01E-09
IDI1	1.621098149	5.760521639	2.56E-51	2.52E-49
KLF6	2.278172894	7.919282243	1.41E-173	2.29E-170
SYT1	0.876267839	8.729686139	1.09E-19	2.35E-18
CBFB	0.611314327	8.665931352	2.22E-13	2.67E-12
HYAL2	0.766911047	4.37086332	2.30E-10	2.00E-09
FGFR3	-2.592856455	3.072617132	1.29E-48	1.11E-46
TFE3	0.992385489	6.370170534	6.46E-25	1.98E-23
GPKOW	0.699925903	5.38712885	3.04E-09	2.27E-08
FTSJ1	0.745545949	6.980384002	4.93E-14	6.28E-13
PRR11	1.537227103	5.800682206	1.28E-44	9.74E-43
IP6K2	-0.772331692	6.838883252	1.80E-18	3.52E-17
PSME4	0.604012894	7.440282871	9.00E-14	1.13E-12
PPP2R5B	1.219143185	3.736151179	1.37E-16	2.26E-15
PITX1	0.698989643	5.773592551	9.43E-13	1.07E-11
MAST4	1.103037081	5.986243481	2.08E-33	9.69E-32
BCL3	2.674919767	2.204823766	1.34E-26	4.51E-25
HES2	-0.962173701	3.661039181	2.62E-13	3.13E-12
SMG6	0.657352283	6.405836505	1.67E-13	2.03E-12
WIPI1	2.002378308	6.096771628	4.16E-71	7.18E-69
AP3M2	-0.998395996	5.34631606	1.82E-23	5.09E-22
PTPN21	0.596494866	5.294529661	3.01E-09	2.25E-08
NCK2	0.856012802	4.728864651	2.92E-14	3.82E-13
MAP4K4	0.951783345	7.720792581	9.76E-32	4.14E-30
MGAT4A	-2.125510022	1.761204677	3.31E-15	4.74E-14
WDR1	0.760026635	7.627554755	9.75E-15	1.34E-13
RPS6KA2	1.099145944	5.133582016	1.87E-21	4.48E-20
VASH1	-1.038489929	2.768888849	8.17E-10	6.61E-09
FAM50A	0.760914455	5.561586198	1.17E-13	1.45E-12
RDH11	0.571537798	6.482610342	1.37E-09	1.08E-08
ALDH3A2	-0.575665936	6.185909691	1.72E-10	1.52E-09
TRNT1	-0.636593629	5.732172712	9.13E-12	9.19E-11
STK10	0.893247395	5.812211346	2.51E-17	4.38E-16
CRMP1	0.596738651	6.234557802	5.12E-11	4.81E-10
AP1M1	0.788227201	5.755984639	2.94E-14	3.83E-13
PANX2	3.097509853	0.710879556	1.32E-13	1.63E-12
PDE8A	0.657231269	6.968432195	1.20E-14	1.64E-13
GSDMB	-1.53273142	5.064124853	9.47E-14	1.18E-12
FERMT2	0.76326303	5.071721855	4.58E-10	3.86E-09
ST6GAL1	-1.002899424	3.890705999	6.54E-13	7.52E-12
PICALM	0.767455914	8.083046268	1.66E-18	3.26E-17
PPP2R2C	-1.430976718	6.119346497	9.60E-40	6.04E-38
NTN4	3.087316907	1.101016898	1.99E-19	4.18E-18
NUAK1	1.273787485	2.978969986	4.08E-15	5.81E-14
TUBE1	-0.977749657	5.366026093	4.55E-20	1.01E-18
ARHGEF10L	-1.101188329	5.485112166	8.43E-23	2.24E-21
RASAL2	0.766389495	5.169408739	1.77E-11	1.74E-10
FNDC3B	0.684286272	6.153417521	5.60E-14	7.11E-13
FOSL2	0.771231409	5.867565743	3.72E-15	5.31E-14
FSCN1	1.054467894	7.244485494	4.47E-22	1.13E-20
ACTB	1.362716716	11.23809749	3.13E-31	1.28E-29
SEC31B	-1.579851113	4.347839509	9.98E-18	1.82E-16
KIFAP3	0.655885664	5.087239612	1.65E-09	1.28E-08
MCM6	-0.630278556	6.905337922	3.51E-11	3.34E-10
RBMS2	0.895653199	7.189012218	2.20E-17	3.86E-16
PTPN23	0.587570665	6.279254563	7.51E-11	6.92E-10
UNG	-1.117977396	5.174374945	2.70E-22	6.93E-21
RGS11	-2.346881254	2.392109265	1.35E-32	6.02E-31
PAG1	1.128585868	2.953839865	7.64E-12	7.77E-11
ARHGEF1	0.695393142	6.694354064	1.47E-16	2.42E-15
NFKB2	2.099333666	5.508003118	1.68E-77	3.28E-75
IL4R	1.271067968	5.300027138	2.04E-35	1.04E-33
DYNC1I2	0.819664552	5.948334498	1.53E-16	2.51E-15
FAM76B	-0.803801766	5.910405327	7.04E-14	8.89E-13
POLD3	-0.588600864	5.510914711	2.70E-09	2.04E-08
TULP3	0.721899805	5.976816628	1.55E-13	1.89E-12
TP53INP2	1.814504441	4.058804187	7.72E-46	6.04E-44
MYH7B	-1.935173925	5.198446858	1.72E-51	1.71E-49
FDFT1	1.586988641	7.72734916	7.25E-64	1.09E-61
PTPRH	2.133006821	4.091956884	6.02E-58	7.60E-56
CRYBG3	0.749329127	4.708573438	2.25E-11	2.18E-10
DLGAP4	1.199978877	7.167995584	2.08E-41	1.39E-39
MAGI3	0.675250214	5.425823202	1.36E-11	1.35E-10
ARG2	1.855869123	6.02044255	5.63E-54	6.20E-52
CCNT2	-0.808395885	6.157509358	5.45E-13	6.29E-12
TRAF5	-1.631455386	7.851326655	1.74E-58	2.25E-56
ITGB5	0.895259955	7.264904279	1.85E-25	5.81E-24
DOPEY1	-0.632116925	5.52883414	4.77E-10	4.01E-09
RRAGB	-0.952828678	4.177417463	1.25E-14	1.71E-13
COL16A1	0.999391118	4.530017629	1.39E-12	1.53E-11
KIF3C	0.905997992	6.00349977	9.35E-19	1.88E-17
CD82	1.75073738	5.692538556	1.11E-62	1.58E-60
B4GALT1	1.122820756	6.454586862	6.01E-32	2.60E-30
ITPKC	0.789373935	4.258567976	5.35E-10	4.46E-09
CEACAM6	2.799536263	1.332904804	2.10E-16	3.39E-15
ERO1B	-0.976654622	3.951048687	1.06E-13	1.32E-12
PPP1R15A	1.548128715	7.152132486	2.60E-48	2.17E-46
LPCAT2	-1.269137755	4.966820621	1.67E-33	7.84E-32
SH3BP2	-0.607060793	7.130752686	1.55E-09	1.21E-08
TXNDC16	-0.95291647	3.389229086	2.18E-11	2.12E-10
KLHL42	-0.732782816	6.475969018	4.44E-15	6.30E-14
AURKA	0.895879212	5.222267747	2.50E-15	3.62E-14
PIR	0.917410585	5.460285998	8.91E-19	1.79E-17
TPX2	0.845832487	7.435919945	6.69E-13	7.67E-12
FER1L4	-1.538109308	3.002883896	1.24E-16	2.05E-15
DOCK9	0.880764181	7.165593722	5.60E-22	1.40E-20
SMOX	0.741049737	6.172418835	3.50E-16	5.48E-15
FKBP1A	0.540272524	7.761061055	3.01E-09	2.25E-08
EBF4	-1.795810718	3.092898698	4.93E-29	1.87E-27
PXN	1.088734523	7.056207585	4.41E-37	2.44E-35
KIF16B	0.723327213	6.262195745	1.90E-14	2.54E-13
FXYD5	1.748437315	4.949605354	1.25E-26	4.21E-25
ARHGAP4	-1.213779273	5.624945036	2.20E-31	9.11E-30
LTBP4	-0.818431682	6.515055941	7.85E-16	1.20E-14
SLC9A1	0.771639884	4.917291936	2.78E-12	2.97E-11
EFNB1	0.932126262	4.478452275	1.76E-13	2.14E-12
KIF4A	0.972199903	5.745884997	7.07E-16	1.08E-14
DLL3	-2.095374462	1.002188165	1.96E-11	1.92E-10
ITGA6	0.68050153	9.157637612	3.23E-16	5.10E-15
RAPGEF4	-0.647951404	5.659435127	3.62E-12	3.82E-11
NA	0.671374798	7.323028643	5.41E-17	9.24E-16
CDV3	0.560645997	8.443063365	6.06E-11	5.62E-10
MYO15A	-2.80881228	3.488677205	3.81E-63	5.58E-61
RGS17	1.627704964	1.901471324	1.82E-13	2.21E-12
ANGPT2	2.589777136	2.744750585	2.02E-37	1.12E-35
OSGEP	-0.791938951	4.916828445	7.52E-12	7.66E-11
HECTD1	0.52818929	7.839832445	5.11E-10	4.27E-09
WDR76	-0.778742088	4.482695852	5.84E-10	4.85E-09
COL9A3	-1.618781129	4.850597064	2.28E-48	1.92E-46
EZR	1.346786081	9.553148691	4.65E-41	3.08E-39
RFFL	0.760023842	5.227502991	2.81E-14	3.68E-13
UNC13D	1.669497403	4.528964245	1.28E-32	5.73E-31
DPYSL2	-1.237524346	7.893050749	4.24E-39	2.55E-37
HOOK2	-1.063607333	5.008207983	3.76E-20	8.43E-19
PTGS1	2.321818327	2.647415641	8.68E-30	3.35E-28
DFNB31	-0.772317822	4.809350042	1.34E-11	1.33E-10
SEMA4G	-0.738130949	5.130847747	7.14E-13	8.16E-12
BTAF1	-1.217230339	7.738548264	8.45E-17	1.42E-15
IKZF5	-0.658383204	5.662970406	4.00E-12	4.20E-11
SORBS1	1.354205693	3.811662189	2.11E-23	5.84E-22
BAMBI	-0.676767808	6.737933557	3.08E-15	4.44E-14
ITPR3	0.650772656	8.768443261	1.66E-13	2.03E-12
ABL1	0.578630159	6.824804894	3.16E-11	3.02E-10
SCD	0.986412338	10.08583879	1.98E-37	1.11E-35
NRP1	2.938847456	3.472896588	7.04E-66	1.11E-63
MYO9B	0.573500273	6.782374292	2.02E-10	1.77E-09
KCNK6	0.655813912	5.397804036	5.51E-11	5.15E-10
MISP	0.94326951	7.047411225	1.02E-17	1.85E-16
GADD45B	1.506427361	4.448450147	2.02E-31	8.42E-30
PALM	-1.286180407	2.080526924	1.65E-10	1.46E-09
MED15	0.833705131	6.198875845	1.63E-16	2.67E-15
P2RX6	-1.844385864	2.636890191	8.36E-24	2.39E-22
SEC14L2	0.946927868	3.565277848	2.08E-11	2.03E-10
SLC35E4	0.956278691	4.165525054	4.00E-14	5.13E-13
CYTH4	3.175647605	0.069705147	3.23E-09	2.40E-08
LGALS1	3.04787706	7.012673718	1.41E-79	2.88E-77
TRIOBP	0.575355665	6.152376036	5.16E-10	4.31E-09
MICALL1	1.048900322	5.478427654	2.53E-25	7.89E-24
DDX17	-1.052744447	10.1559343	3.73E-14	4.81E-13
JOSD1	0.653576865	7.108378124	7.50E-15	1.05E-13
SUN2	0.546509423	6.067083198	5.43E-10	4.52E-09
BIK	3.036530469	5.837986452	2.42E-170	3.54E-167
HMOX1	3.952460406	1.618970887	4.61E-34	2.23E-32
CBX7	-1.63620338	2.695730355	4.50E-19	9.20E-18
SYNGR1	-1.252636628	4.130490097	2.40E-23	6.60E-22
PNPLA3	0.951505795	4.031101739	6.33E-11	5.85E-10
MYH9	1.156100082	10.08677772	1.48E-42	1.04E-40
RANGAP1	0.834045719	7.609889574	3.09E-18	5.94E-17
ABHD4	1.123780595	4.357635023	6.53E-17	1.11E-15
KHNYN	0.569954611	7.012274343	1.08E-11	1.08E-10
SDR39U1	-0.74424186	4.740922909	4.87E-11	4.57E-10
ATP6V1D	0.660195803	5.207775539	1.76E-09	1.36E-08
PLEK2	1.025791521	5.592547431	4.69E-18	8.81E-17
GSTZ1	1.190721317	4.043239407	2.12E-15	3.11E-14
DAAM1	0.824895621	6.213527314	2.93E-21	6.94E-20
GALNT16	-1.504696695	1.756300148	9.32E-10	7.51E-09
HIF1A	0.525947891	6.802375966	2.55E-10	2.21E-09
SRSF5	-1.659529232	8.513033487	3.96E-19	8.15E-18
NFKBIA	1.15729467	4.990130461	1.15E-21	2.81E-20
PNN	-0.828983702	8.489100709	1.10E-14	1.51E-13
PLTP	-0.969625394	3.828214255	2.31E-13	2.77E-12
PYGB	0.848400371	8.323052241	1.17E-17	2.11E-16
ABHD12	0.779169831	5.521869812	2.69E-13	3.20E-12
SGK2	-1.412812447	1.970717044	1.18E-10	1.07E-09
NFATC2	1.637562223	3.65104349	8.65E-30	3.35E-28
PABPC1L	-1.217620966	7.720286408	1.06E-09	8.50E-09
NTSR1	1.312899939	7.80857358	3.76E-40	2.41E-38
DIDO1	-0.568953201	7.635579419	4.79E-10	4.02E-09
SLC17A9	-0.93092054	6.625089106	3.13E-15	4.50E-14
TRIB3	1.169440732	8.591596724	1.29E-31	5.46E-30
RASSF2	1.943429108	1.076997723	4.30E-11	4.05E-10
FERMT1	0.942824916	7.489554282	4.76E-31	1.93E-29
PLCB4	-0.81539511	4.094721282	3.27E-11	3.11E-10
JAG1	1.375633261	8.039230419	7.16E-52	7.18E-50
E2F1	-1.334308924	4.097624252	4.05E-26	1.33E-24
DNTTIP1	1.735605904	6.270243575	7.68E-58	9.62E-56
MYL12A	0.864982082	7.40314994	6.85E-17	1.16E-15
POLI	-0.993988882	3.815325595	1.62E-11	1.60E-10
RIOK3	0.568604813	6.826002622	1.70E-10	1.51E-09
VSIG1	5.842932977	4.20291151	2.62E-159	3.48E-156
AMMECR1	0.710957431	6.561613764	8.25E-16	1.26E-14
WDR13	0.578723684	6.546900079	2.15E-11	2.09E-10
PLP2	0.764617908	8.448782872	2.22E-10	1.94E-09
SCML2	-0.859664797	3.797655827	4.74E-10	3.99E-09
PCYT1B	1.814770759	2.369038763	2.18E-18	4.25E-17
GABRE	-1.347090256	3.971298127	4.10E-16	6.37E-15
PORCN	2.487034257	6.213568472	5.54E-140	4.51E-137
CENPI	1.144942831	3.847992591	6.80E-17	1.15E-15
PBDC1	0.644885387	5.673466705	4.25E-11	4.01E-10
CAB39L	-1.006751372	5.491135165	4.06E-22	1.03E-20
STK24	0.640234318	8.926532319	7.69E-11	7.08E-10
PARP4	0.718231202	7.424480899	3.45E-17	5.96E-16
RGCC	3.426557238	1.842822706	2.99E-34	1.47E-32
TSC22D1	-0.598449618	8.132002842	2.17E-13	2.62E-12
HSF4	-1.163495306	4.334148433	4.58E-16	7.09E-15
CENPT	-0.823283717	6.209139336	1.29E-10	1.16E-09
CYB5B	0.579544996	7.891637848	5.79E-13	6.67E-12
NME3	-1.7927259	2.859684236	2.24E-22	5.81E-21
SETD6	-0.999741401	5.663216309	1.72E-24	5.10E-23
TANGO6	0.593929156	6.436782548	8.79E-12	8.88E-11
FA2H	2.156281259	3.945690634	4.45E-52	4.49E-50
COTL1	0.930884136	5.728090754	4.50E-15	6.38E-14
CPPED1	0.725747489	6.181898243	7.61E-15	1.06E-13
STX4	0.650687482	5.018027097	1.24E-09	9.80E-09
RNF40	0.606899463	6.604085207	1.48E-09	1.16E-08
IQCH	-1.197432958	5.783993246	1.82E-36	1.00E-34
CORO2B	4.285054025	2.765504214	7.29E-78	1.46E-75
TRIP4	0.843118023	4.719094236	9.47E-13	1.07E-11
CD276	1.191953067	6.316674501	7.50E-25	2.28E-23
CEMIP	-0.511592992	9.030953318	2.95E-11	2.83E-10
EHD4	1.416593449	7.138584369	4.03E-42	2.78E-40
VPS18	1.375019901	5.326861898	2.58E-23	7.08E-22
RIPK2	0.786972598	5.22734345	2.75E-13	3.28E-12
ESRP1	-0.817227412	5.502074311	1.32E-17	2.37E-16
NDRG1	2.178259094	4.596768638	1.89E-59	2.50E-57
SQLE	1.95679404	6.760301691	1.01E-106	4.36E-104
GSR	0.566222839	7.170573604	4.18E-10	3.53E-09
KCNN4	3.553862557	0.800559622	2.26E-18	4.39E-17
SNRNP70	-0.761913997	7.641031192	1.54E-12	1.70E-11
RELB	2.067007091	4.200687947	1.12E-48	9.70E-47
FCGRT	-0.881760828	4.117011293	4.72E-13	5.48E-12
PPP1R13L	0.835248056	5.126352426	2.57E-14	3.39E-13
DOT1L	0.571451075	6.322662396	3.38E-09	2.50E-08
PPP6R1	0.976332414	6.474699642	3.35E-21	7.89E-20
ZNF419	-0.950209059	3.648354829	1.11E-11	1.11E-10
BBC3	0.864058409	4.523730526	4.54E-13	5.28E-12
TGFB1	0.867125969	6.800053927	2.62E-14	3.45E-13
PLIN3	1.713211434	6.04093773	1.28E-52	1.34E-50
ICAM5	-2.745816054	0.74349494	2.45E-13	2.94E-12
CYTH2	0.717282221	5.65138691	4.22E-12	4.41E-11
CLEC11A	-1.377112934	3.152591916	5.76E-19	1.17E-17
LIG1	-0.964552358	4.707084893	7.33E-17	1.23E-15
PLA2G4C	2.500536168	1.588269982	4.14E-19	8.49E-18
CAPS	-1.227608649	2.479234664	2.59E-10	2.24E-09
PPP2R1A	0.802045599	7.820290622	1.88E-11	1.84E-10
ISYNA1	-1.207370365	2.187134903	3.53E-09	2.61E-08
USF2	0.822717699	6.152892433	1.43E-17	2.56E-16
SCN1B	-1.52136511	2.78985446	3.26E-16	5.14E-15
ETHE1	0.823034702	3.747909074	1.84E-09	1.42E-08
ITGB8	1.4175031	3.228803197	3.00E-16	4.74E-15
ATP6V0A4	1.333835928	3.208866573	8.74E-18	1.60E-16
OGDH	1.08167959	7.241909248	1.10E-31	4.64E-30
CAV2	1.037890096	5.288446566	5.71E-23	1.53E-21
CAV1	2.448440725	5.063489427	2.96E-62	4.13E-60
MET	1.161168123	8.527448229	3.75E-39	2.27E-37
HOXA3	-0.944921505	4.604369739	8.39E-16	1.27E-14
LFNG	-1.52831851	3.765014518	3.77E-28	1.37E-26
TAX1BP1	0.560814582	7.65155643	1.41E-09	1.11E-08
CHN2	-0.593130391	5.970592551	8.79E-10	7.11E-09
GRB10	1.197461477	4.87565394	1.72E-25	5.43E-24
NSUN5P2	-1.376330687	4.188335717	1.50E-17	2.67E-16
ZKSCAN1	-0.71587647	8.508137156	1.89E-19	3.99E-18
SNX8	0.720848095	5.231185574	5.06E-12	5.25E-11
PTPRZ1	1.526779369	5.604338147	3.61E-47	2.96E-45
SERPINE1	1.995762756	6.167612224	3.41E-91	1.00E-88
PHF14	0.519857082	7.311005211	3.66E-10	3.11E-09
RARRES2	-2.070802851	1.782752266	2.84E-18	5.46E-17
TMEM176B	-1.446720321	3.970504275	8.67E-26	2.79E-24
MRPL32	-0.630566876	5.641369366	4.91E-10	4.11E-09
BCL7B	0.692184226	4.992050011	1.40E-10	1.25E-09
YKT6	0.551888094	7.030913823	6.57E-12	6.74E-11
CLIP2	0.829998313	7.558471187	1.98E-20	4.53E-19
LHX6	0.799639093	4.456917661	2.64E-10	2.28E-09
KCNT1	-2.043333198	3.410114798	6.52E-40	4.15E-38
CA9	-2.336761333	2.58248754	5.29E-33	2.41E-31
RAPGEF1	0.747048938	5.429198488	4.50E-13	5.24E-12
NPDC1	-1.582005822	5.207347911	2.44E-24	7.12E-23
SETX	0.549559764	7.654788938	1.38E-09	1.09E-08
ABCA2	-1.963587417	5.768017821	2.13E-52	2.19E-50
SHB	0.78340886	4.304022272	1.59E-10	1.42E-09
DVL1	0.700179022	6.682416345	2.41E-12	2.61E-11
PDLIM1	1.017000545	4.514633958	5.59E-14	7.11E-13
DNMBP	0.919872908	5.107296257	1.16E-18	2.33E-17
RAB11FIP2	-1.039979	6.544885377	7.23E-32	3.11E-30
EIF3A	0.520370776	9.637417564	3.40E-09	2.52E-08
PALD1	-0.592851717	7.361608572	2.18E-12	2.36E-11
C10orf54	1.734127424	3.156828997	2.10E-25	6.56E-24
ARHGAP21	0.800380086	6.151216817	8.72E-17	1.46E-15
OBFC1	1.317926871	4.502356144	2.48E-20	5.63E-19
TFAM	-0.570931217	7.753975435	7.15E-14	9.01E-13
RNF43	-0.7775215	6.609070212	1.40E-18	2.78E-17
CDK5RAP3	-1.301130863	6.42754231	3.37E-32	1.47E-30
ENO3	-0.657820002	5.419825692	1.86E-11	1.82E-10
PFN1	0.910305349	9.115533021	1.10E-12	1.23E-11
RASD1	3.724551232	0.146642276	2.60E-12	2.80E-11
KAT2A	-1.012255332	5.940832523	2.26E-22	5.85E-21
VAT1	0.92247941	7.365752115	7.89E-19	1.60E-17
LRRC59	0.688459893	7.712870594	8.34E-11	7.65E-10
HDAC5	0.878004404	4.491644101	2.64E-12	2.84E-11
ABCC3	-0.811078269	5.724062513	3.22E-18	6.15E-17
LUC7L3	-1.183784948	8.628666327	1.06E-17	1.93E-16
DUSP3	0.576463791	6.949829306	5.03E-12	5.22E-11
SLC16A6	0.746907496	5.92540426	3.77E-15	5.37E-14
EFNB3	-1.480665648	2.859601528	7.91E-19	1.60E-17
TMEM104	0.879897654	4.401759425	1.78E-13	2.16E-12
TNFAIP1	1.075959347	5.645693619	1.85E-27	6.53E-26
CDR2L	1.415024747	4.636667995	6.27E-33	2.83E-31
