Symbol	logFC	logCPM	PValue	FDR
PLAUR	2.788902687	6.985780904	3.72E-162	1.52E-159
TMEM159	1.946096317	4.31315961	6.20E-39	2.11E-37
GABRA3	-1.376526574	5.255983476	3.21E-46	1.49E-44
BRCA1	-1.288680181	6.388421214	2.51E-38	8.29E-37
ERCC1	0.750318733	6.260139478	1.09E-18	1.42E-17
CLDN11	-0.889521103	7.226392825	4.43E-26	8.65E-25
MVP	1.70618661	3.94317271	6.62E-40	2.38E-38
GPRC5A	0.911102007	8.731600092	3.57E-16	3.98E-15
POLA2	-0.790237367	5.105507845	1.21E-15	1.30E-14
CAPN1	0.904406612	8.771557918	4.47E-44	1.91E-42
MTMR11	1.734004954	2.200033147	9.82E-19	1.29E-17
CHDH	-1.119021879	4.074157389	3.89E-21	5.83E-20
IL20RA	-1.201165256	3.105465746	3.22E-15	3.36E-14
IGF1	-2.251452896	2.540848648	2.62E-38	8.63E-37
SYT13	-1.47313204	2.131453875	1.05E-15	1.14E-14
SNAI2	3.735492286	3.453853717	6.15E-88	9.00E-86
ZFP64	0.664287668	4.812518183	8.08E-12	6.37E-11
SAMD4A	0.920479809	6.133903006	7.21E-24	1.26E-22
MRE11A	-1.182260597	6.075133646	2.85E-46	1.33E-44
PLEKHB1	-1.200235009	4.418713972	3.70E-27	7.68E-26
SERPINB1	1.461114977	7.152361877	1.07E-29	2.47E-28
FHL1	1.270650264	4.650243955	1.82E-27	3.84E-26
ALAS1	0.708888067	6.415570023	5.35E-18	6.76E-17
BIRC3	4.451768675	6.770280443	5.00E-205	4.48E-202
GCLM	0.582650488	6.23409513	8.83E-11	6.34E-10
EHD2	2.659548984	3.723548996	2.14E-75	2.37E-73
DEPDC1	-0.863184305	5.671330449	2.09E-17	2.54E-16
NR1H3	-0.849466897	3.386017421	5.93E-11	4.32E-10
TOMM34	1.108851299	6.993771247	8.56E-43	3.52E-41
VIM	2.031727228	9.749188202	3.43E-112	7.02E-110
FAS	1.359830593	5.787148853	3.37E-32	8.80E-31
CD44	1.406791165	8.334677993	1.99E-56	1.28E-54
TNFRSF1B	0.936900966	7.067862901	5.09E-38	1.67E-36
GRN	0.545500432	7.068294335	9.06E-12	7.10E-11
ARHGAP31	2.662276208	3.828634667	1.01E-87	1.45E-85
CENPQ	-1.343218905	3.353768498	1.29E-21	1.99E-20
MAP2K3	1.78308033	6.810150235	5.51E-119	1.23E-116
VCL	0.525207553	8.100289419	4.56E-13	3.97E-12
TIMP2	0.761024126	8.973266129	1.57E-30	3.81E-29
RFC1	-0.67599318	6.628698111	6.82E-16	7.48E-15
CDH1	0.675318842	5.890800569	1.45E-15	1.55E-14
FAM65A	0.996787023	6.468745652	2.62E-29	5.95E-28
SPDL1	-0.721151946	4.696576667	6.03E-13	5.20E-12
PQLC2	1.15339211	4.043146009	2.65E-21	4.02E-20
TNC	5.264020565	5.294051238	3.29E-303	1.57E-299
RETSAT	0.819739501	5.386839665	9.51E-20	1.33E-18
CAPG	1.72287147	6.764582117	3.10E-67	2.78E-65
MAP4	0.599634374	8.413056669	6.81E-16	7.47E-15
HDAC9	2.797078093	2.11050522	6.09E-33	1.63E-31
TSPAN17	0.770453256	5.69078912	7.84E-19	1.03E-17
PER3	-1.181596754	3.246176571	3.21E-17	3.86E-16
TNFRSF9	4.763760096	4.916077775	3.38E-253	1.21E-249
RFC2	-0.903397594	5.681470715	2.28E-26	4.51E-25
NEDD4L	0.955888378	6.926616542	3.08E-35	9.08E-34
NFE2L3	0.714666033	7.983966933	3.76E-16	4.18E-15
SLC4A8	-1.791774084	4.274565025	1.20E-54	7.28E-53
BCAR1	1.164183144	5.530276097	2.42E-26	4.79E-25
RAD51	-1.033908421	3.807805054	7.19E-17	8.46E-16
POLQ	-1.249532352	4.840829063	5.69E-24	9.95E-23
CYBA	0.60289897	5.678742292	5.25E-11	3.84E-10
MPHOSPH9	-0.609430514	5.871273737	1.49E-13	1.35E-12
RRP12	0.621727802	6.097475918	7.86E-14	7.33E-13
MSMO1	1.315043135	6.468628802	9.40E-15	9.43E-14
FOXN3	-0.893433002	6.643553585	3.70E-24	6.54E-23
LAMA3	1.715175012	8.226691788	2.54E-121	5.89E-119
SZRD1	0.699290642	7.407519284	2.45E-21	3.72E-20
KCNH2	1.405681178	5.689552839	6.73E-36	2.05E-34
CYFIP2	-0.759649392	4.858426975	1.80E-15	1.92E-14
MCOLN3	-1.156233658	5.60968421	2.62E-23	4.45E-22
TRAF1	3.634862876	5.44450968	1.35E-196	9.23E-194
IL17RB	-1.823153985	2.175063323	6.51E-23	1.08E-21
GYG2	-1.515149331	2.185094424	4.52E-16	4.99E-15
PRDM1	0.995942924	4.762953148	1.34E-22	2.18E-21
TMCC3	2.199073285	0.483894692	5.30E-11	3.88E-10
LAMC2	2.722607116	8.204722589	1.44E-214	1.47E-211
ATP2B4	4.075646906	5.212179831	3.46E-147	1.24E-144
NDC1	-0.662314662	6.450871844	7.44E-16	8.14E-15
FLYWCH1	0.73917135	5.582556399	5.97E-12	4.74E-11
PARP12	0.72128696	5.144081679	3.58E-14	3.42E-13
SLC2A3	-1.049858127	9.803221661	2.78E-30	6.66E-29
DGAT2	1.437630887	2.556447929	3.98E-18	5.07E-17
LTK	2.030096223	1.617898167	1.46E-15	1.56E-14
ELMO2	0.70983486	5.709847353	3.27E-13	2.89E-12
VMP1	0.643050343	8.872606075	9.82E-14	9.05E-13
POLD1	-1.085314095	5.343036966	3.77E-30	8.98E-29
CA11	-1.150556879	2.942967884	9.91E-15	9.92E-14
GPC1	1.010415456	6.87463849	1.09E-40	4.12E-39
DLX3	0.923725072	3.67684781	3.89E-13	3.41E-12
CTSA	0.910109247	7.492836662	2.94E-34	8.34E-33
PMS1	-0.74690844	5.254498445	1.57E-16	1.80E-15
SLC9A3R2	1.921931242	5.276414114	1.22E-72	1.24E-70
NTHL1	1.107686585	3.72776957	3.93E-18	5.02E-17
MCM10	-1.584266356	4.76462922	9.63E-55	5.88E-53
MYLK	2.197728133	2.898707085	1.16E-35	3.48E-34
COL17A1	2.210096715	3.412235088	3.11E-47	1.49E-45
GSTO2	-1.145476404	2.357721513	8.52E-11	6.13E-10
FAM107B	1.552111513	6.862180243	3.74E-55	2.30E-53
SLC9A7	0.909683805	6.366968166	6.79E-28	1.45E-26
DIP2B	0.821303579	7.080838334	4.04E-27	8.35E-26
NGEF	1.83113363	2.804079364	2.57E-27	5.39E-26
ASPM	-0.526893578	7.442842211	9.66E-13	8.24E-12
ELOVL1	1.340438625	6.086650123	3.82E-44	1.64E-42
FGFR2	-2.355882208	2.895575025	8.77E-48	4.31E-46
MSANTD3	1.401859886	6.331095184	4.21E-57	2.81E-55
PFKP	0.849949467	6.492610405	1.67E-24	3.02E-23
KLF6	2.205537604	8.837808926	5.39E-174	2.58E-171
TNFRSF1A	0.552193778	5.854759359	8.59E-11	6.18E-10
CACNB1	0.973785479	4.42275336	2.08E-13	1.87E-12
STOML1	1.42827093	2.041261603	1.10E-12	9.36E-12
PRKCZ	1.493169474	6.121653462	1.80E-70	1.74E-68
NAV3	2.689430045	1.958106782	3.82E-34	1.08E-32
IDH3G	0.738278167	5.791692685	2.07E-19	2.84E-18
HDAC4	-0.608027085	6.888438487	4.70E-14	4.46E-13
TFE3	0.958583018	6.858902815	4.58E-33	1.24E-31
IFT80	-0.929709419	4.804337225	2.33E-19	3.19E-18
PPP2R5B	1.792459928	4.040939285	3.77E-49	1.92E-47
PITX1	0.761614243	6.279906881	6.87E-19	9.13E-18
MAST4	2.358992848	6.010895874	5.11E-91	7.97E-89
NUCKS1	-0.758985143	8.812268751	1.42E-26	2.84E-25
BCL3	2.149639479	2.431799191	9.48E-31	2.32E-29
GAL	0.990628803	5.095248413	1.37E-20	2.00E-19
RORA	-0.788634283	5.213713676	1.83E-15	1.94E-14
SPTB	-1.533572321	6.000860155	1.10E-26	2.22E-25
SLC44A1	-0.646916528	7.375741379	1.05E-15	1.14E-14
FSTL3	1.396420976	4.762206141	3.16E-35	9.28E-34
JMJD6	0.732206474	5.448420509	1.01E-16	1.17E-15
WIPI1	1.317596933	6.15234431	5.35E-34	1.50E-32
OSBPL3	-0.564924412	8.216580089	7.60E-12	6.00E-11
MAP4K4	1.430203636	8.52593959	1.57E-70	1.52E-68
WDR1	0.789581188	7.881401604	3.89E-28	8.38E-27
RPS6KA2	0.930295287	5.413867811	4.23E-19	5.70E-18
VASH1	-1.191244457	2.586763731	2.68E-12	2.20E-11
TRIB2	-1.680739017	5.393286058	9.85E-57	6.48E-55
FAM50A	0.809605046	6.986285331	3.39E-26	6.66E-25
MYO3B	-2.935829972	3.611434439	1.12E-95	1.84E-93
ADGRL1	-0.794247618	5.326939966	4.34E-15	4.49E-14
ACTN1	0.474081932	9.819783073	4.45E-11	3.29E-10
ALDH3A2	-0.747416027	6.384861544	1.90E-21	2.91E-20
TFRC	0.540709071	9.127517233	3.09E-11	2.30E-10
SMC1A	-0.715455622	8.065950977	1.21E-19	1.67E-18
HMMR	-0.792644561	6.207652681	6.05E-17	7.15E-16
CHFR	0.810871647	5.008177901	1.61E-15	1.71E-14
P4HA2	1.507133833	7.185673356	5.57E-77	6.39E-75
STK10	0.998408472	6.13160633	2.96E-28	6.40E-27
CRMP1	0.648321009	6.390787407	3.24E-15	3.38E-14
MRVI1	-1.411339526	4.625089838	1.42E-32	3.75E-31
AP1M1	0.845318572	5.546442503	3.58E-19	4.85E-18
PVR	0.652218016	6.856045462	3.38E-18	4.32E-17
MCM2	-1.008917534	6.874824395	4.35E-36	1.33E-34
PANX2	1.265673206	3.394365872	6.70E-19	8.90E-18
PDE8A	0.732994146	6.94773572	8.36E-23	1.38E-21
ADAM11	-1.88295254	1.074730954	4.89E-13	4.25E-12
FERMT2	0.611032779	5.810377378	4.28E-12	3.45E-11
PICALM	0.829699401	8.266988982	5.27E-32	1.37E-30
TEAD2	-0.861797839	4.656999917	4.15E-17	4.97E-16
MGLL	2.58694764	6.505973767	7.79E-203	6.20E-200
TIPIN	-0.891738448	3.455425734	1.08E-11	8.38E-11
SEMA3A	-2.197787096	4.329743175	3.23E-83	4.29E-81
SLC25A40	-0.772934317	5.618774088	4.04E-16	4.49E-15
RASAL2	0.743184256	5.879980371	2.61E-14	2.53E-13
MARK3	0.573866358	7.342738605	4.05E-16	4.49E-15
FSCN1	0.863005014	6.938056333	2.93E-28	6.36E-27
ACTB	0.911479251	11.84176446	6.07E-30	1.43E-28
RAB7A	0.533403478	8.362111389	1.31E-12	1.10E-11
SEC31B	-1.133434091	2.361661752	3.91E-11	2.90E-10
KIFAP3	0.823922229	3.807525675	2.37E-11	1.79E-10
MCM6	-1.426230739	7.52169451	4.88E-42	1.95E-40
UNG	-1.689222388	5.755406988	2.31E-57	1.55E-55
ACACB	-1.346338931	2.950462496	7.31E-17	8.59E-16
MCAM	0.649288798	7.000036278	6.91E-19	9.17E-18
MBNL3	-1.050955633	3.367026868	6.56E-15	6.67E-14
ARHGEF1	0.799188622	6.866494256	4.80E-19	6.45E-18
STXBP2	0.753766576	4.949164887	1.53E-11	1.18E-10
NFKB2	2.238394189	6.810169827	1.07E-160	4.26E-158
UBE2T	-1.032045146	4.365608362	3.13E-18	4.02E-17
IL4R	1.54803535	4.170945093	2.36E-37	7.57E-36
FAM76B	-0.810728177	5.188966456	1.43E-11	1.10E-10
SIRT6	1.087517097	4.1005866	3.01E-21	4.53E-20
POLD3	-0.776321036	5.014129064	2.21E-14	2.15E-13
JADE1	-0.866182746	5.100961302	2.09E-18	2.71E-17
CST7	0.662968437	6.951971217	2.23E-17	2.71E-16
NEBL	-0.548282254	6.777375631	4.08E-13	3.57E-12
TIGAR	0.750126092	4.518128224	4.51E-11	3.33E-10
GNB1	0.503704131	8.429000115	1.43E-13	1.30E-12
EDN1	2.043629126	1.041733655	2.08E-13	1.87E-12
FGF20	-0.989298423	3.305862771	1.92E-13	1.73E-12
MYH7B	-3.710054828	4.877887327	1.03E-142	3.51E-140
TP73	-1.37378873	3.354634665	2.11E-23	3.61E-22
SLC1A3	-2.034789978	2.246854247	1.93E-28	4.20E-27
FDFT1	0.625314356	5.907619847	2.42E-11	1.82E-10
PTPRH	1.026366217	3.886729509	1.57E-16	1.80E-15
SLC35C2	0.624292432	6.037224674	2.18E-14	2.12E-13
RFX3	-0.90908319	3.28671082	2.57E-11	1.93E-10
RIF1	-0.627214166	8.07951846	7.59E-11	5.49E-10
COL5A3	1.624269166	2.300504894	4.03E-18	5.13E-17
RBL1	-0.989807813	5.456407155	8.96E-30	2.08E-28
DLGAP4	1.091629617	6.662957816	2.42E-35	7.14E-34
TCF7	1.2009716	7.047114852	3.76E-56	2.41E-54
ARG2	0.72913842	7.382036195	3.85E-12	3.12E-11
LRP2	-3.447464696	4.524074	3.34E-117	7.26E-115
PHLPP1	-1.385103782	3.940750562	9.97E-24	1.73E-22
NFE2L1	0.705467431	8.370499157	4.45E-25	8.26E-24
BCKDHB	-0.94313069	4.187640301	2.36E-16	2.67E-15
ZCCHC6	0.625156758	6.502809376	1.92E-13	1.73E-12
PDS5B	-0.665007561	6.832069771	6.55E-15	6.66E-14
CYLD	1.560524454	6.501367795	1.47E-82	1.92E-80
FAT1	0.951290138	10.63076718	4.40E-22	6.94E-21
EFR3B	-1.566780032	2.01655653	1.58E-15	1.69E-14
CD59	0.995242295	7.478500936	5.95E-20	8.42E-19
CD82	2.684968868	6.223324283	2.21E-131	5.87E-129
ATRX	-0.458230201	7.94406945	2.87E-11	2.15E-10
ORC1	-1.470934577	4.244573427	1.74E-22	2.81E-21
POMGNT1	0.587277895	5.52100084	8.21E-11	5.92E-10
RAD54L	-1.12012416	3.996730295	1.65E-20	2.40E-19
B4GALT1	0.628487714	6.527436104	7.13E-16	7.80E-15
ITPKC	1.721567484	5.105448717	3.97E-65	3.39E-63
ERO1B	-0.948979267	4.340898919	9.52E-19	1.25E-17
PPP1R15A	1.782635868	8.092507279	1.91E-146	6.69E-144
ACHE	2.582919496	1.80939086	2.36E-28	5.14E-27
NLK	-0.679343608	6.671003605	1.21E-18	1.58E-17
LPCAT2	-1.178794837	7.865367518	1.99E-57	1.35E-55
L2HGDH	-0.798282369	4.903792122	1.25E-16	1.45E-15
TXNDC16	-1.228686847	3.606033438	1.89E-18	2.45E-17
GMCL1	-0.724785916	6.069882469	3.32E-18	4.25E-17
SULT2B1	2.57226536	1.417013596	4.12E-23	6.89E-22
EPB41L1	0.550148283	6.516856342	1.65E-11	1.26E-10
SMOX	1.241779824	4.526248195	1.12E-27	2.39E-26
FKBP1A	0.718791465	7.783884609	1.80E-17	2.19E-16
KIZ	-0.815252305	8.296167604	4.51E-25	8.35E-24
SLC8B1	1.268625765	3.935797175	3.92E-26	7.67E-25
PXN	1.19852606	8.16733503	2.11E-55	1.31E-53
FXYD5	1.19709967	6.553814194	1.70E-45	7.79E-44
GRAMD1A	1.150469455	5.558833897	1.99E-36	6.16E-35
SLC9A1	0.743776811	4.988822969	2.17E-14	2.12E-13
ICAM1	2.332151884	6.413284581	2.46E-176	1.26E-173
LAMB1	-0.590094195	5.57703974	9.09E-12	7.12E-11
SLC26A4	0.855289532	5.723288341	1.43E-22	2.32E-21
ITGA6	0.858220777	9.448139685	1.04E-35	3.14E-34
CDV3	0.720496538	8.441443703	1.23E-28	2.72E-27
ORC6	-1.119149564	3.994253646	4.92E-22	7.75E-21
SLC7A8	-0.933569264	8.365367441	4.09E-40	1.51E-38
SUPT16H	-0.515042253	8.154212346	3.31E-11	2.46E-10
SEMA6A	1.787265491	1.804329258	2.66E-15	2.79E-14
WDR76	-1.415395875	3.713585365	2.31E-29	5.27E-28
EZR	0.868095534	8.814471996	7.59E-39	2.58E-37
MYL6	0.88665479	7.739470292	2.79E-15	2.92E-14
CLSPN	-1.12146656	4.887970322	3.47E-20	4.97E-19
UNC13D	1.453246635	6.718308564	3.19E-37	1.01E-35
DPYSL2	-1.135670056	7.137835274	6.95E-37	2.18E-35
CDC45	-1.554423229	4.078750359	1.39E-37	4.51E-36
CDC6	-1.626925491	6.149039321	3.48E-79	4.12E-77
CBX5	-1.021052987	7.412604378	2.00E-27	4.21E-26
MSH2	-1.015871313	6.957648905	7.99E-39	2.70E-37
PTGS1	1.947523804	1.273168822	4.26E-12	3.44E-11
TBC1D2	1.548606781	5.548117258	4.93E-57	3.28E-55
BAMBI	-1.072782384	6.527715277	6.09E-20	8.61E-19
IL11	1.929872169	2.946684322	6.97E-29	1.55E-27
SMIM24	2.629175211	2.034632324	2.50E-30	5.99E-29
HIVEP1	0.774506996	4.769448583	5.39E-15	5.53E-14
FKBP5	-0.694352258	6.083634411	1.98E-17	2.41E-16
JAK2	0.967881586	3.794662607	4.50E-12	3.62E-11
CDC7	-1.301729309	4.106867643	7.51E-28	1.61E-26
PCSK5	-0.759682751	4.897952547	7.01E-15	7.10E-14
ABLIM1	-1.150314979	9.032098331	1.42E-42	5.79E-41
ERMP1	-0.66264077	5.866399217	3.06E-13	2.72E-12
NRP1	1.948080781	7.908699284	2.73E-142	9.10E-140
PRTFDC1	-1.519705113	1.666464332	5.46E-12	4.34E-11
KCNK6	0.905570119	5.40068067	6.18E-21	9.21E-20
CDC34	0.620258754	5.885130169	3.50E-13	3.08E-12
MISP	1.235195574	6.621683719	4.36E-41	1.68E-39
SLC7A4	1.039408066	3.155470194	1.73E-12	1.44E-11
SEC14L2	1.274967394	3.954596014	2.02E-27	4.25E-26
SLC35E4	1.355309938	4.172027504	4.80E-30	1.14E-28
LGALS1	1.043469766	7.470789747	3.27E-15	3.41E-14
PIK3IP1	1.893826472	0.937023304	4.42E-11	3.27E-10
SRRD	0.663512723	4.872326885	4.57E-11	3.37E-10
MICALL1	1.031354502	5.500699313	8.05E-26	1.55E-24
CENPM	-1.183093576	2.716745618	1.86E-13	1.68E-12
03-sep	-1.229262725	3.110214862	1.25E-12	1.05E-11
JOSD1	0.607676493	7.078317642	1.21E-17	1.49E-16
CYB5R3	0.772576429	5.900254562	7.84E-19	1.03E-17
TOM1	0.930561704	4.435537561	2.97E-18	3.82E-17
BIK	3.094205349	6.066076023	6.87E-98	1.19E-95
HMOX1	2.492603075	3.962311622	1.94E-68	1.82E-66
MCM5	-1.210810737	5.861948891	4.76E-45	2.14E-43
TTLL12	0.524197214	7.038827651	2.51E-13	2.24E-12
CBX7	-0.883883824	4.554594326	2.24E-16	2.54E-15
PDGFB	1.345534209	6.246854132	2.63E-47	1.27E-45
SYNGR1	-0.839116593	4.064426499	1.47E-12	1.23E-11
MYH9	1.095974214	10.34757456	2.25E-39	7.91E-38
FOXRED2	-0.675874506	5.326992673	2.62E-13	2.34E-12
RANGAP1	0.787001673	7.339484506	7.36E-20	1.03E-18
KHNYN	0.710463568	7.021317262	4.09E-22	6.48E-21
GZMB	5.479883001	4.19116269	1.50E-172	6.93E-170
POLE2	-1.688134514	2.913311506	1.98E-25	3.72E-24
ATP6V1D	0.879325473	6.792236272	1.07E-17	1.33E-16
PLEK2	1.37462719	6.268898992	3.94E-27	8.16E-26
SRSF5	-0.518515477	7.828830969	5.55E-13	4.81E-12
MTHFD1	-0.527249669	7.177477519	4.63E-12	3.72E-11
VRK1	-0.794221269	5.327546075	5.38E-12	4.29E-11
NFKBIA	3.259559576	5.825637563	2.15E-200	1.62E-197
MMP9	4.301113524	1.096999061	1.27E-35	3.81E-34
GINS1	-1.247609036	5.526241736	5.42E-47	2.58E-45
MYBL2	-1.030275758	5.282300067	1.84E-25	3.47E-24
NFATC2	1.217588532	5.409411265	3.88E-37	1.23E-35
BMP7	-0.686819192	6.262268396	8.92E-18	1.11E-16
TPD52L2	0.75532063	8.12264711	7.42E-26	1.43E-24
SLCO4A1	1.25339756	6.889549118	6.49E-56	4.09E-54
NTSR1	1.336628132	8.052044606	1.44E-61	1.12E-59
PTK6	0.908211018	6.881556337	4.00E-18	5.09E-17
FERMT1	1.456567399	8.018819859	9.45E-88	1.37E-85
JAG1	0.865258452	5.838712791	1.10E-18	1.44E-17
E2F1	-1.698013754	4.999932686	2.26E-24	4.04E-23
PXMP4	-0.724185719	4.352463517	4.72E-11	3.47E-10
CHMP4B	1.1748838	7.537473115	8.34E-44	3.54E-42
WFDC2	1.014898162	4.759540744	3.03E-23	5.11E-22
FAM83D	-0.577823347	6.080256107	9.14E-12	7.15E-11
DNTTIP1	3.047200039	8.827600602	5.53E-177	2.94E-174
SMCHD1	-0.575328199	7.131831317	5.51E-12	4.38E-11
CEP192	-0.69352066	6.110594096	2.07E-11	1.57E-10
LIPG	2.113796822	4.142931932	1.66E-62	1.30E-60
POLA1	-1.263355673	6.260822901	4.42E-46	2.04E-44
MID1	0.604022723	5.889143479	2.07E-11	1.57E-10
MOSPD1	0.874384365	7.772355016	2.03E-11	1.54E-10
STAG2	-0.489510692	8.302251606	6.16E-12	4.89E-11
ATP11C	-0.94662215	6.771867458	3.36E-36	1.04E-34
PLP2	0.660452997	8.163445292	3.39E-14	3.24E-13
ELF4	1.087905918	6.231266311	3.58E-33	9.72E-32
PORCN	1.247745288	4.461761177	1.74E-22	2.81E-21
CAB39L	-0.731396621	6.129246429	4.00E-19	5.41E-18
KLF5	0.474129971	7.881174733	1.62E-12	1.35E-11
RGCC	-1.052205814	5.186299042	7.33E-30	1.71E-28
CLN5	0.939469851	4.143851169	2.40E-14	2.33E-13
MGRN1	0.64007401	5.449177559	2.69E-11	2.01E-10
LYRM1	-1.06853242	5.295829275	4.82E-20	6.84E-19
ARL2BP	0.72629485	5.895797632	4.76E-15	4.90E-14
USB1	0.821624009	5.419113214	4.86E-18	6.16E-17
HAS3	-1.076543553	2.985995331	1.14E-13	1.05E-12
FA2H	1.246604061	3.70213182	6.08E-23	1.01E-21
COTL1	0.52074735	7.441913489	6.17E-11	4.49E-10
SLC7A5	-0.907620632	8.803042078	2.23E-24	4.01E-23
MEFV	0.800428544	4.120133121	5.12E-13	4.45E-12
STX4	0.896484624	5.605474155	9.98E-24	1.73E-22
LACTB	2.001271339	4.331050433	4.35E-65	3.69E-63
CORO2B	2.165564709	3.87461263	6.07E-53	3.54E-51
CD276	1.455391784	6.20030751	7.96E-52	4.44E-50
CEMIP	-1.854474204	4.950507339	3.02E-62	2.36E-60
EHD4	0.958370981	7.155072134	1.06E-33	2.95E-32
CEP152	-1.002852595	4.671768059	1.04E-17	1.29E-16
DTWD1	-0.787374129	4.169723741	1.16E-12	9.77E-12
GABPB1	-0.605928309	5.220715866	2.31E-11	1.74E-10
BMF	-1.379426701	4.067997835	1.67E-34	4.80E-33
VPS18	0.854878256	5.047445822	1.41E-15	1.51E-14
OIP5	-1.265654459	3.024423875	6.25E-18	7.85E-17
FZD3	-0.869166539	5.536523646	5.32E-19	7.12E-18
PLAT	2.357989508	2.880654285	6.92E-42	2.73E-40
DKK4	-3.340344767	2.590555548	6.77E-67	6.03E-65
NDRG1	2.252142316	7.627365353	2.66E-91	4.20E-89
NCALD	-1.906477711	1.277108545	2.27E-15	2.39E-14
SQLE	1.180057668	6.959111922	1.93E-38	6.41E-37
TNFRSF10A	0.817890988	5.873028868	2.20E-21	3.36E-20
PPP2CB	0.724909055	6.200843593	2.95E-13	2.62E-12
MCM4	-1.45890825	7.983367406	2.72E-58	1.87E-56
KCNN4	2.128225012	4.972323187	1.06E-87	1.50E-85
RELB	2.11753637	5.201691228	6.19E-86	8.63E-84
PPP1R13L	0.850320223	5.975675132	7.23E-17	8.50E-16
KLC3	1.038305404	3.367138544	1.54E-13	1.40E-12
IL4I1	5.67908606	1.612057531	1.02E-59	7.33E-58
AES	0.524378404	6.942189484	7.24E-13	6.22E-12
IL27RA	0.941896443	4.947992033	2.90E-21	4.37E-20
ASF1B	-1.038724736	4.86474807	2.14E-26	4.25E-25
CCNE1	1.396569681	2.354408795	2.52E-14	2.44E-13
SLC1A5	-0.646122246	10.56814544	6.77E-21	1.01E-19
TGFB1	0.797596622	5.929171744	1.05E-14	1.04E-13
DENND3	0.946048366	4.959991242	1.00E-13	9.24E-13
PLIN3	0.983952155	5.806642064	1.79E-31	4.55E-30
MYH14	1.018936426	5.20367902	4.22E-20	6.02E-19
ETFB	-0.588809761	5.646682661	4.89E-11	3.59E-10
RABAC1	0.741464952	4.998738544	7.55E-13	6.48E-12
CYTH2	0.746241283	5.84060159	4.22E-12	3.41E-11
LIG1	-1.411570214	5.4134263	4.86E-51	2.64E-49
SIGLEC6	-3.273972128	1.023817133	2.97E-26	5.85E-25
PLA2G4C	4.414524639	3.181746464	7.46E-102	1.36E-99
DBP	-1.279167726	2.775200667	1.20E-16	1.39E-15
PPP2R1A	0.683658563	7.47664992	1.78E-21	2.74E-20
LSR	0.799753731	7.420583636	8.04E-31	1.98E-29
CADM4	-0.817927396	3.706888906	2.03E-11	1.55E-10
RUNDC3B	-1.438934233	2.308337062	1.57E-15	1.68E-14
NAMPT	1.028618941	7.837049955	5.04E-26	9.81E-25
SP4	-0.982623723	4.256419906	4.32E-17	5.16E-16
OGDH	0.823935989	7.493551897	1.30E-33	3.60E-32
ADAP1	0.822230623	4.598977763	1.14E-13	1.05E-12
H2AFV	-0.741087346	7.173645298	3.13E-22	5.00E-21
CAV2	1.128460287	5.976523345	1.14E-27	2.42E-26
CAV1	1.879853991	4.81452421	3.91E-65	3.36E-63
MET	2.052618114	7.692319187	7.28E-180	4.18E-177
HOXA3	-0.841425788	3.741231051	1.75E-11	1.34E-10
TSPAN12	-1.235320285	3.660851386	1.96E-21	3.01E-20
CPED1	-2.70914279	0.964159987	1.33E-20	1.94E-19
GRB10	1.016250757	6.740905829	4.64E-41	1.77E-39
