Symbol	logFC	logCPM	PValue	FDR
PLAUR	2.185566044	5.064126183	1.91E-58	4.83E-56
RABGAP1	-0.474724011	6.476314309	1.91E-08	1.71E-07
CD22	2.95657041	2.504284264	1.38E-29	9.30E-28
CLK1	-0.961854138	6.992696975	2.82E-09	2.90E-08
GPRC5A	1.06030209	8.030456429	7.06E-25	3.66E-23
TACC3	0.586609427	5.37994907	1.81E-07	1.35E-06
DPEP1	-1.305606357	3.758097004	6.82E-22	2.71E-20
NPC1L1	2.063614867	3.027529733	7.07E-27	4.11E-25
CHDH	-0.899851944	6.440011464	8.62E-26	4.64E-24
ZFP64	1.05228363	5.148980408	4.68E-21	1.74E-19
PLEKHB1	-1.347803925	6.464145174	1.73E-34	1.49E-32
RNF10	0.567631976	7.426664884	8.40E-12	1.25E-10
BIRC3	2.505321774	4.79226058	6.05E-82	3.28E-79
PLEKHO1	0.690895927	4.156962277	2.14E-07	1.57E-06
GCLM	0.682127707	5.427130917	6.74E-11	8.77E-10
TOMM34	1.398821321	7.320640905	1.73E-43	2.32E-41
VIM	2.310418019	9.642207236	2.82E-61	7.66E-59
POU2F2	1.172515011	2.730547901	2.36E-10	2.87E-09
ANK1	-0.915327888	2.958957845	2.42E-08	2.11E-07
FUT8	1.065785327	6.116576412	2.20E-29	1.46E-27
GAB2	0.6216066	6.094510099	2.06E-10	2.52E-09
MAP2K3	0.631541407	6.23347352	1.87E-08	1.68E-07
TMSB10	0.645648808	9.435826217	6.69E-11	8.71E-10
SH3YL1	-0.884959738	3.606091194	7.61E-10	8.63E-09
VCL	0.663415719	8.442825199	4.48E-15	1.01E-13
TBC1D23	-0.633259638	6.822755734	3.91E-14	7.79E-13
CLEC16A	0.600276158	5.845445362	4.67E-09	4.65E-08
CDH1	1.886044341	6.48752943	5.97E-72	2.36E-69
FAM65A	0.541557349	7.86572246	9.23E-12	1.36E-10
RTN4R	1.272151269	2.751886565	5.81E-12	8.88E-11
TNC	3.531555242	6.696416755	6.17E-182	3.02E-178
AIFM2	0.478487218	6.212805406	4.07E-08	3.42E-07
CAPG	0.852046046	5.276266081	5.08E-14	1.00E-12
CTNNA1	0.783486144	8.774210753	3.55E-15	8.05E-14
EPHA3	-0.767784172	3.781925305	9.23E-09	8.75E-08
HSPA5	0.563848756	9.323135499	2.58E-08	2.25E-07
SCML1	-1.601800246	6.329044356	1.28E-36	1.27E-34
MAP4	0.557849726	8.612780892	3.09E-10	3.71E-09
HDAC9	3.425609671	3.579252519	1.06E-57	2.59E-55
R3HDM1	0.464784106	6.605504452	7.14E-08	5.69E-07
TNFRSF9	4.853177044	2.048987085	1.06E-37	1.11E-35
MAPK9	-0.49264695	5.870077428	8.42E-08	6.65E-07
BCAR1	0.707159836	7.282349871	1.36E-14	2.90E-13
SIKE1	-0.470494811	6.419027039	8.56E-08	6.76E-07
RRP12	0.917271562	6.988237764	2.81E-21	1.05E-19
MSMO1	1.637950752	6.278435553	1.48E-64	4.81E-62
LAMA3	1.763283263	5.797992767	1.82E-60	4.77E-58
LY75	-1.001439904	2.813512295	4.78E-09	4.75E-08
FOXC1	1.237991102	3.239075146	7.03E-13	1.20E-11
SZRD1	0.847897033	7.525213162	4.80E-21	1.78E-19
KCNH2	-0.617278036	5.151594661	2.56E-09	2.66E-08
USP36	0.444797175	7.905346603	2.41E-08	2.11E-07
IL17RB	-1.260459316	4.999755552	2.13E-27	1.28E-25
DCBLD2	1.372161587	9.748815771	5.58E-72	2.27E-69
LAMC2	3.610677758	6.526380732	1.67E-165	4.89E-162
SEC61A1	0.501328208	8.612467635	6.03E-08	4.89E-07
RASGRF1	2.352694449	1.776647721	1.05E-11	1.53E-10
ATP2B4	1.367148396	3.762794349	3.20E-13	5.71E-12
TBXAS1	-1.449760573	1.288201009	6.76E-08	5.42E-07
SLC2A3	0.623824897	5.311166774	7.48E-09	7.20E-08
PTPRU	-1.297745412	1.840955733	4.85E-08	3.99E-07
RIMBP2	-0.959177282	7.312786326	7.79E-21	2.85E-19
VMP1	1.196033642	8.002335889	5.10E-12	7.82E-11
CA11	-1.479901115	2.003731867	3.19E-12	5.00E-11
EPN1	0.628448489	6.049698078	1.02E-08	9.61E-08
AHRR	-0.876713662	6.884842669	3.27E-19	1.06E-17
GPC1	0.966890903	4.72452377	2.60E-14	5.34E-13
TM7SF3	-0.463846767	7.888287312	9.85E-10	1.10E-08
TSPAN32	-2.887361284	4.16145445	4.73E-83	2.77E-80
HIPK2	-0.54882012	8.848181897	3.18E-09	3.25E-08
SUGP2	-0.6622942	7.530998074	7.83E-10	8.85E-09
SLC12A2	-0.537417181	6.308920313	6.62E-10	7.59E-09
AP3D1	0.662574698	8.05913612	1.00E-15	2.37E-14
SLC9A3R2	0.726292491	5.612544544	6.24E-10	7.19E-09
OAT	-1.08859398	7.062927774	6.25E-40	7.04E-38
ERBB3	-0.75407231	8.478590746	1.20E-22	5.04E-21
ANKRD44	-0.81656073	3.26222461	1.82E-07	1.36E-06
PDIA5	0.676113191	4.739745162	6.73E-08	5.41E-07
SLK	0.51163731	7.308367058	1.82E-08	1.63E-07
GSTO2	-0.551115479	5.921149748	1.65E-09	1.78E-08
FAM107B	1.466368795	5.316346032	3.53E-42	4.46E-40
TIE1	3.845886242	0.261036892	1.57E-07	1.18E-06
DIP2B	0.501776226	7.195525752	1.26E-09	1.38E-08
SMARCD1	0.525750227	7.614989069	9.40E-09	8.89E-08
ELOVL1	0.858281031	6.087420514	6.32E-17	1.69E-15
MSANTD3	0.945745646	5.454576864	1.81E-20	6.46E-19
PFKP	0.594591066	7.219377833	5.97E-09	5.85E-08
IDI1	1.307205738	5.760521639	5.90E-33	4.64E-31
SP100	0.712707144	5.625111394	5.77E-12	8.83E-11
KLF6	1.800219979	7.919282243	6.86E-109	7.73E-106
SYT1	0.794104892	8.729686139	1.97E-16	5.07E-15
CBFB	0.481366317	8.665931352	8.28E-09	7.90E-08
FGFR3	-2.548338935	3.072617132	1.53E-44	2.18E-42
TFE3	0.722303494	6.370170534	1.40E-13	2.64E-12
GPKOW	0.70331474	5.38712885	3.57E-09	3.62E-08
FTSJ1	0.713759129	6.980384002	6.94E-13	1.18E-11
PRR11	1.458610974	5.800682206	9.81E-40	1.08E-37
IP6K2	-0.712872149	6.838883252	6.55E-16	1.58E-14
PPP2R5B	0.876895448	3.736151179	1.06E-08	9.90E-08
PYGM	1.50912733	1.572728486	3.29E-08	2.80E-07
PITX1	0.644342074	5.773592551	7.58E-11	9.76E-10
MAST4	0.716998978	5.986243481	2.79E-14	5.70E-13
BCL3	2.530252277	2.204823766	3.10E-22	1.27E-20
RORA	-1.241568299	4.323907884	4.91E-13	8.56E-12
TGFBR3	-0.626604614	5.385300775	3.73E-10	4.43E-09
HES2	-1.661888107	3.661039181	1.08E-29	7.31E-28
SLC44A1	-0.63007358	6.245256703	6.37E-13	1.09E-11
SMG6	0.652913894	6.405836505	3.27E-13	5.82E-12
WIPI1	1.697443907	6.096771628	8.16E-51	1.46E-48
TCOF1	0.788749993	7.270874838	1.42E-18	4.36E-17
MAP4K4	0.777078702	7.720792581	1.63E-21	6.28E-20
MGAT4A	-2.302805089	1.761204677	2.42E-16	6.17E-15
RPL31	-0.771661221	8.510685254	3.11E-14	6.31E-13
WDR1	0.586480701	7.627554755	2.62E-09	2.71E-08
RPS6KA2	0.91581645	5.133582016	5.86E-15	1.29E-13
FAM50A	0.742271468	5.561586198	8.25E-13	1.39E-11
RDH11	0.680561291	6.482610342	6.38E-13	1.09E-11
ALDH3A2	-0.585693857	6.185909691	1.10E-10	1.39E-09
TFRC	0.555532946	9.939682647	1.66E-11	2.35E-10
HMMR	0.865725415	5.433792592	6.14E-12	9.31E-11
STK10	0.644820212	5.812211346	1.79E-09	1.92E-08
AP1M1	0.610658436	5.755984639	6.98E-09	6.75E-08
PANX2	2.669259918	0.710879556	2.23E-08	1.96E-07
PDE8A	0.530160454	6.968432195	7.00E-10	7.98E-09
CLCN4	-0.671979534	4.505975694	6.17E-08	5.00E-07
GSDMB	-1.38284163	5.064124853	1.63E-11	2.31E-10
ST6GAL1	-1.259479215	3.890705999	8.07E-18	2.34E-16
PICALM	0.462909201	8.083046268	1.35E-07	1.03E-06
PPP2R2C	-1.403147558	6.119346497	3.51E-38	3.72E-36
MYDGF	0.561069077	5.913641249	3.82E-09	3.84E-08
ARHGEF10L	-0.920894784	5.485112166	2.15E-16	5.49E-15
GTSE1	0.818753884	4.56964704	2.92E-12	4.60E-11
GRAMD4	-0.686853925	3.987870626	1.09E-07	8.44E-07
FSCN1	0.768614962	7.244485494	2.22E-12	3.54E-11
ACTB	0.943611592	11.23809749	4.77E-16	1.17E-14
SEC31B	-1.235757342	4.347839509	8.42E-12	1.25E-10
UNG	-0.96517632	5.174374945	4.77E-17	1.29E-15
RGS11	-2.626035074	2.392109265	2.10E-35	1.89E-33
RAP1GAP	-0.70189986	4.477713615	1.94E-08	1.73E-07
ARHGEF1	0.568349512	6.694354064	2.36E-11	3.26E-10
NFKB2	2.112830434	5.508003118	2.05E-77	9.40E-75
IL4R	0.919104449	5.300027138	2.67E-18	8.03E-17
SNRPA	0.473969177	6.184323591	1.51E-07	1.14E-06
DYNC1I2	0.685348931	5.948334498	1.01E-11	1.48E-10
FAM76B	-0.826822336	5.910405327	1.87E-14	3.91E-13
NEBL	-0.493785335	6.587672262	8.02E-08	6.35E-07
TULP3	0.754243046	5.976816628	1.68E-14	3.54E-13
FGF20	-1.447893783	1.568169134	1.22E-08	1.13E-07
MYH7B	-2.029576267	5.198446858	8.47E-55	1.83E-52
CDH17	-1.133049539	2.709606748	7.65E-10	8.66E-09
SAR1A	-0.534423432	7.405786607	1.07E-11	1.56E-10
CEACAM1	-0.695362965	4.926217485	3.95E-10	4.66E-09
FDFT1	1.376673937	7.72734916	2.19E-48	3.65E-46
PTPRH	1.17375779	4.091956884	2.45E-15	5.60E-14
PUM3	0.668277818	6.330869842	1.47E-14	3.12E-13
CLDND1	-0.500292413	5.618312973	1.73E-07	1.29E-06
DLGAP4	0.892898693	7.167995584	2.39E-23	1.07E-21
ARG2	1.307296288	6.02044255	4.21E-27	2.48E-25
CCNT2	-0.807280999	6.157509358	7.45E-13	1.27E-11
TRAF5	-1.524978776	7.851326655	1.86E-51	3.45E-49
NFE2L1	0.599047818	8.270361426	5.22E-13	9.06E-12
ITGB5	0.634207965	7.264904279	2.29E-13	4.17E-12
DOPEY1	-0.731321252	5.52883414	1.19E-12	1.99E-11
RRAGB	-0.640225238	4.177417463	1.80E-07	1.34E-06
RPS5	-0.61591905	8.481380865	3.65E-10	4.33E-09
COL16A1	0.859063896	4.530017629	2.09E-09	2.21E-08
CD82	1.597396804	5.692538556	2.83E-51	5.18E-49
SCAMP1	-0.665736747	6.488924822	2.07E-11	2.89E-10
ZNF213	0.730534366	3.715444689	1.72E-07	1.29E-06
CPNE3	-0.585409512	7.176784533	3.39E-09	3.45E-08
B4GALT1	0.897793245	6.454586862	1.31E-20	4.72E-19
CEACAM6	2.683647345	1.332904804	5.16E-14	1.02E-12
PPP1R15A	1.478872413	7.152132486	4.76E-44	6.58E-42
LPCAT2	-1.357985046	4.966820621	2.55E-36	2.48E-34
TXNDC16	-1.131560937	3.389229086	2.71E-14	5.56E-13
SF3B2	0.632728463	8.673845634	6.82E-10	7.80E-09
KLHL42	-0.695191311	6.475969018	1.28E-13	2.42E-12
AURKA	0.786175262	5.222267747	9.19E-12	1.36E-10
PIR	1.062904802	5.460285998	1.66E-24	8.28E-23
PTPN4	-0.54215738	5.525731274	9.10E-08	7.16E-07
TPX2	0.771938324	7.435919945	5.98E-11	7.86E-10
FER1L4	-1.035157202	3.002883896	1.15E-08	1.07E-07
SMOX	0.554342474	6.172418835	1.91E-09	2.04E-08
FKBP1A	0.48177055	7.761061055	1.33E-07	1.02E-06
EBF4	-2.03559445	3.092898698	9.23E-34	7.64E-32
PXN	0.855421631	7.056207585	3.61E-23	1.59E-21
KIF16B	0.675047913	6.262195745	1.29E-12	2.13E-11
FXYD5	1.17250263	4.949605354	1.68E-12	2.74E-11
ARHGAP4	-0.757593442	5.624945036	2.02E-13	3.70E-12
LTBP4	-0.776219986	6.515055941	3.00E-14	6.10E-13
SLC9A1	0.750961977	4.917291936	1.70E-11	2.41E-10
YPEL3	-0.857514963	3.905829986	6.46E-10	7.42E-09
EFNB1	1.059163111	4.478452275	6.42E-17	1.71E-15
KIF4A	0.889506324	5.745884997	2.57E-13	4.64E-12
DLL3	-1.545677525	1.002188165	9.90E-08	7.74E-07
ITGA6	0.449157776	9.157637612	7.24E-08	5.76E-07
RAPGEF4	-0.663539369	5.659435127	2.10E-12	3.36E-11
NA	0.571199784	7.323028643	1.40E-12	2.31E-11
CDV3	0.472315966	8.443063365	3.82E-08	3.22E-07
MYO15A	-2.57111681	3.488677205	5.82E-54	1.24E-51
ANGPT2	2.116516332	2.744750585	4.33E-22	1.74E-20
G2E3	-0.49326725	5.5579774	2.20E-07	1.62E-06
SEMA6A	-1.412436883	3.637742046	8.96E-19	2.82E-17
COL9A3	-2.213201676	4.850597064	1.17E-76	5.20E-74
EZR	1.359264279	9.553148691	9.84E-42	1.20E-39
RFFL	0.582625282	5.227502991	1.29E-08	1.20E-07
UNC13D	1.283404418	4.528964245	4.77E-19	1.54E-17
DPYSL2	-1.525577019	7.893050749	4.73E-57	1.08E-54
HOOK2	-0.751835679	5.008207983	4.50E-11	5.97E-10
PTGS1	1.957831329	2.647415641	2.80E-19	9.18E-18
SEMA4G	-0.609512791	5.130847747	3.82E-09	3.84E-08
BTAF1	-1.405980758	7.738548264	1.24E-21	4.85E-20
IKZF5	-0.617157113	5.662970406	1.30E-10	1.62E-09
BAMBI	-0.895573433	6.737933557	6.78E-25	3.52E-23
ITPR3	0.507430309	8.768443261	9.12E-09	8.64E-08
ABL1	0.504730048	6.824804894	8.57E-09	8.15E-08
SCD	1.060140173	10.08583879	7.77E-43	1.02E-40
NRP1	2.340822785	3.472896588	3.07E-36	2.96E-34
KCNK6	0.764581804	5.397804036	2.75E-14	5.63E-13
MISP	0.811031651	7.047411225	2.04E-13	3.74E-12
POLRMT	0.570255088	5.611540029	2.15E-08	1.90E-07
HCN2	-1.214567189	2.109592472	9.81E-09	9.25E-08
GADD45B	1.231515135	4.448450147	2.00E-20	7.11E-19
PALM	-1.808273965	2.080526924	3.66E-16	9.12E-15
MKNK2	0.569475668	7.48037517	1.35E-09	1.48E-08
MED15	0.698965297	6.198875845	7.36E-12	1.10E-10
P2RX6	-1.488165188	2.636890191	7.75E-17	2.05E-15
SLC35E4	0.755135806	4.165525054	7.53E-09	7.24E-08
LGALS1	2.333884339	7.012673718	5.82E-49	1.00E-46
MICALL1	0.766889621	5.478427654	9.58E-14	1.83E-12
03-sep	-1.294584152	2.145439121	5.76E-10	6.68E-09
DDX17	-1.053376092	10.1559343	3.66E-14	7.32E-13
JOSD1	0.49296869	7.108378124	5.87E-09	5.76E-08
TOM1	0.619164551	5.143252159	7.95E-09	7.62E-08
BIK	2.836152739	5.837986452	4.59E-145	9.61E-142
HMOX1	2.761802324	1.618970887	3.00E-12	4.70E-11
TTLL12	0.694152866	7.347785177	7.25E-11	9.38E-10
CBX7	-0.889553968	2.695730355	1.78E-07	1.33E-06
ZMAT5	0.983088307	2.785716676	4.82E-08	3.97E-07
SYNGR1	-1.195215062	4.130490097	1.09E-20	3.95E-19
PNPLA3	0.791975186	4.031101739	1.29E-07	9.90E-07
MYH9	0.842242778	10.08677772	1.51E-23	6.86E-22
RANGAP1	0.892726439	7.609889574	1.36E-20	4.88E-19
ABHD4	1.053367972	4.357635023	1.38E-14	2.94E-13
CNIH1	-0.485505729	7.26024081	3.94E-08	3.31E-07
GSTZ1	0.866160833	4.043239407	2.00E-08	1.78E-07
DAAM1	0.645039495	6.213527314	3.26E-13	5.81E-12
SRSF5	-1.513025868	8.513033487	2.77E-16	7.01E-15
DICER1	-0.572392202	6.88991868	6.44E-10	7.40E-09
NFKBIA	1.164253147	4.990130461	1.33E-21	5.17E-20
PNN	-0.590346513	8.489100709	3.25E-08	2.78E-07
PLTP	-0.851627426	3.828214255	1.34E-10	1.67E-09
PYGB	0.956646314	8.323052241	5.89E-22	2.35E-20
ABHD12	0.697883514	5.521869812	1.10E-10	1.39E-09
NFATC2	1.108168894	3.65104349	1.12E-12	1.87E-11
NTSR1	1.148423322	7.80857358	4.56E-31	3.29E-29
DIDO1	-0.47866636	7.635579419	1.69E-07	1.27E-06
SLC17A9	-0.649758736	6.625089106	3.26E-08	2.78E-07
TRIB3	1.219209277	8.591596724	4.10E-34	3.43E-32
HM13	0.634695909	7.453078704	1.07E-11	1.56E-10
FERMT1	0.710697229	7.489554282	4.19E-18	1.25E-16
PLCB4	-0.900686767	4.094721282	9.85E-13	1.66E-11
JAG1	1.117891274	8.039230419	8.26E-35	7.21E-33
E2F1	-0.83316526	4.097624252	6.72E-12	1.01E-10
DNTTIP1	1.223190678	6.270243575	9.81E-29	6.30E-27
POLI	-1.137731833	3.815325595	7.43E-14	1.44E-12
VSIG1	4.613610598	4.20291151	2.91E-80	1.42E-77
AMMECR1	0.476789522	6.561613764	1.07E-07	8.32E-07
PLP2	0.639161345	8.448782872	1.13E-07	8.78E-07
PCYT1B	1.449901191	2.369038763	1.16E-10	1.46E-09
HTATSF1	0.49345917	7.087067955	3.44E-08	2.91E-07
GABRE	-1.350258969	3.971298127	1.12E-15	2.64E-14
PORCN	1.876413063	6.213568472	1.72E-77	8.13E-75
CENPI	0.836320597	3.847992591	6.49E-09	6.31E-08
PBDC1	0.665259741	5.673466705	1.29E-11	1.86E-10
NDFIP2	-0.701497472	6.979079647	1.12E-16	2.93E-15
CAB39L	-1.065802372	5.491135165	3.75E-24	1.80E-22
PARP4	0.573553304	7.424480899	2.06E-11	2.88E-10
RGCC	2.516053621	1.842822706	9.36E-15	2.03E-13
TSC22D1	-0.750539386	8.132002842	6.25E-20	2.15E-18
NUP93	0.447184292	6.905413599	1.59E-07	1.20E-06
CCDC113	0.560432741	4.841479361	2.12E-07	1.56E-06
SETD6	-0.718659013	5.663216309	1.34E-13	2.54E-12
SLC38A7	0.661501444	5.442051908	5.08E-11	6.71E-10
VAC14	0.513660109	7.23158365	8.32E-09	7.93E-08
TANGO6	0.486898873	6.436782548	3.01E-08	2.58E-07
SLC7A6	-0.566121757	7.586549361	1.07E-09	1.19E-08
FA2H	1.723086744	3.945690634	2.13E-30	1.49E-28
COTL1	0.84456575	5.728090754	1.76E-12	2.87E-11
STX4	0.68327154	5.018027097	2.91E-10	3.50E-09
IL21R	3.201927781	0.315449889	5.63E-10	6.53E-09
RNF40	0.577428725	6.604085207	1.00E-08	9.46E-08
KNOP1	0.726885607	6.017746597	1.22E-14	2.62E-13
IQCH	-1.168587548	5.783993246	4.45E-34	3.70E-32
CORO2B	2.854487436	2.765504214	1.07E-23	4.95E-22
RAB11A	-0.502725753	7.04887178	8.22E-09	7.85E-08
CD276	1.10002702	6.316674501	3.14E-21	1.17E-19
CEMIP	-0.629084806	9.030953318	3.87E-16	9.57E-15
RPAP1	0.554176891	5.871882239	3.57E-09	3.62E-08
EHD4	1.085561971	7.138584369	2.99E-25	1.58E-23
VPS18	1.07511732	5.326861898	1.27E-14	2.72E-13
MYEF2	-0.942364117	6.310079546	1.48E-17	4.18E-16
ZDHHC2	-0.503434504	5.772101502	1.02E-07	7.96E-07
RIPK2	0.688955891	5.22734345	2.99E-10	3.58E-09
ESRP1	-0.750751054	5.502074311	5.94E-15	1.31E-13
NDRG1	1.375355223	4.596768638	2.54E-22	1.04E-20
SQLE	1.71304308	6.760301691	1.11E-80	5.80E-78
GSR	0.602866412	7.170573604	3.38E-11	4.55E-10
KCNN4	2.653096343	0.800559622	2.17E-08	1.92E-07
SNRNP70	-0.648432255	7.641031192	1.69E-09	1.82E-08
RELB	2.123866491	4.200687947	1.18E-50	2.09E-48
FCGRT	-1.264440591	4.117011293	1.52E-22	6.32E-21
PPP1R13L	0.612952678	5.126352426	4.90E-08	4.03E-07
DOT1L	0.532579744	6.322662396	4.32E-08	3.60E-07
SGTA	0.59019813	6.351262606	8.92E-10	1.00E-08
PPP6R1	0.82681615	6.474699642	1.85E-15	4.28E-14
ZNF419	-0.79052665	3.648354829	1.45E-08	1.32E-07
PIAS4	0.633456717	4.650709589	5.91E-08	4.80E-07
CCDC94	0.766903005	4.180348858	1.96E-09	2.09E-08
TJP3	-1.873054071	0.840096465	3.22E-08	2.75E-07
BBC3	0.906402893	4.523730526	3.91E-14	7.79E-13
TGFB1	0.746333069	6.800053927	6.50E-11	8.48E-10
PLIN3	1.160753746	6.04093773	8.61E-24	4.03E-22
CLEC11A	-1.501903309	3.152591916	7.43E-21	2.73E-19
CARD8	-0.663970821	4.890217505	1.39E-08	1.28E-07
PLA2G4C	1.846222205	1.588269982	2.49E-09	2.60E-08
RAB3D	-1.191871235	3.312607879	6.40E-14	1.25E-12
PPP2R1A	0.815838004	7.820290622	8.97E-12	1.33E-10
USF2	0.749347366	6.152892433	1.28E-14	2.73E-13
SCN1B	-1.236765724	2.78985446	1.02E-11	1.50E-10
ATP13A1	0.587382239	6.455920575	4.19E-10	4.92E-09
SMG9	0.589421902	5.380775034	1.75E-08	1.58E-07
CDK6	-0.564796294	9.243263526	2.80E-11	3.82E-10
DNAJC2	0.4784013	6.301046238	1.85E-07	1.38E-06
OGDH	0.791878231	7.241909248	1.60E-17	4.49E-16
H2AFV	-0.517064153	7.211103676	6.72E-10	7.69E-09
CAV2	0.761486565	5.288446566	1.80E-12	2.92E-11
CAV1	1.962748587	5.063489427	2.35E-39	2.55E-37
MET	0.781503298	8.527448229	1.21E-18	3.76E-17
HOXA3	-0.776341594	4.604369739	3.21E-11	4.35E-10
LFNG	-1.445132378	3.765014518	1.75E-24	8.65E-23
TAX1BP1	0.553958872	7.65155643	2.51E-09	2.62E-08
GRB10	0.95161002	4.87565394	6.83E-16	1.64E-14
NSUN5P2	-0.909415302	4.188335717	7.47E-09	7.19E-08
CYP3A5	-1.119464534	2.895685171	4.62E-10	5.41E-09
ZKSCAN1	-0.626219289	8.508137156	3.23E-15	7.35E-14
SNX8	0.81817825	5.231185574	6.38E-15	1.40E-13
PTPRZ1	1.112768962	5.604338147	1.22E-24	6.17E-23
RBM28	0.532275326	7.269076516	1.32E-07	1.02E-06
SERPINE1	1.676978555	6.167612224	3.62E-63	1.06E-60
C1GALT1	-0.494956792	6.407176173	9.07E-09	8.61E-08
PHF14	0.562942282	7.311005211	1.34E-11	1.92E-10
MEST	-0.521310699	6.350705218	2.10E-07	1.55E-06
RARRES2	-1.633769511	1.782752266	1.29E-12	2.13E-11
TMEM176B	-1.733825602	3.970504275	5.66E-33	4.48E-31
MRPL32	-0.598220182	5.641369366	4.27E-09	4.28E-08
YKT6	0.478305811	7.030913823	3.44E-09	3.50E-08
CLIP2	0.73346028	7.558471187	3.31E-16	8.32E-15
SPATA6L	-0.882891978	3.53883798	1.28E-07	9.85E-07
MEGF9	-0.59522566	5.518598733	5.48E-09	5.42E-08
LHX6	0.718198469	4.456917661	2.09E-08	1.85E-07
AKNA	0.772609512	4.100971324	1.56E-09	1.69E-08
KCNT1	-1.889470018	3.410114798	2.19E-34	1.86E-32
CA9	-2.206484566	2.58248754	1.08E-28	6.81E-27
RAPGEF1	0.63503281	5.429198488	1.53E-09	1.66E-08
NPDC1	-0.854953452	5.207347911	1.30E-08	1.20E-07
ABCA2	-1.612097409	5.768017821	2.70E-37	2.78E-35
SHB	0.754562508	4.304022272	1.40E-09	1.53E-08
DVL1	0.650274695	6.682416345	9.12E-11	1.17E-09
DNMBP	0.841734873	5.107296257	2.02E-15	4.62E-14
RAB11FIP2	-1.019649992	6.544885377	2.26E-30	1.57E-28
EIF3A	0.481530107	9.637417564	4.60E-08	3.81E-07
UNC5B	0.787975276	4.972381874	7.51E-14	1.45E-12
C10orf54	1.286356551	3.156828997	3.94E-13	6.96E-12
OBFC1	0.947619899	4.502356144	8.67E-11	1.11E-09
TFAM	-0.494390635	7.753975435	9.60E-11	1.23E-09
UBE2S	0.761851018	3.885889358	2.58E-08	2.25E-07
RAPGEFL1	-0.957382472	3.077090191	6.26E-09	6.11E-08
RNF43	-0.613494047	6.609070212	3.95E-12	6.12E-11
CDK5RAP3	-1.100615819	6.42754231	1.12E-23	5.15E-22
ENO3	-0.902245091	5.419825692	1.87E-19	6.19E-18
PFN1	0.75380445	9.115533021	3.60E-09	3.64E-08
CPD	-0.567512725	7.639107433	1.10E-11	1.59E-10
FTSJ3	0.622765814	6.834256134	1.55E-10	1.92E-09
DDX5	-0.591356063	10.16785332	6.87E-08	5.50E-07
KAT2A	-0.537476577	5.940832523	1.62E-07	1.22E-06
LRRC59	0.675625945	7.712870594	1.98E-10	2.42E-09
ABCC3	-0.658197037	5.724062513	1.64E-12	2.68E-11
LUC7L3	-0.943791735	8.628666327	6.63E-12	1.00E-10
SLC16A6	0.668882005	5.92540426	3.74E-12	5.81E-11
EFNB3	-1.634110432	2.859601528	1.99E-20	7.10E-19
